DEPTH [CM],"d13C (‰, vpdb)",d13C st dev (‰),"d18O (‰, vpdb)",d18O std dev (‰),% ARAGONITE,% HMC,% LMC,MCMC AGE [KA],MCMC LOWER BOUND [KA],MCMC UPPER BOUND [KA],RADIOCARBOON AGE [KA],RADIOCARBON AGE UNCERTAINTY [KA],CALIBRATED  RADIOCARBON AGE (CAL. B.P.) [KA],CALIBRATED  RADIOCARBON AGE 1𝜎 [KA],"d44Ca (‰, SW)",d44Ca 2 S.E. (‰),Li/(Ca+Mg) (umol/mol),B/(Ca+Mg) (umol/mol),Na/(Ca+Mg) (umol/mol),Mg/(Ca+Mg) (mole %),Al/(Ca+Mg) (umol/mol),P/(Ca+Mg) (umol/mol),K/(Ca+Mg) (umol/mol),Ca/(Ca+Mg) (mole %),Mn/(Ca+Mg) (umol/mol),Fe/(Ca+Mg) (umol/mol),Rb/(Ca+Mg) (umol/mol),Sr/(Ca+Mg) (umol/mol),U/(Ca+Mg) (umol/mol),Li/Ca (umol/mol),B/Ca (umol/mol),Na/Ca (umol/mol),Mg/Ca (mmol/mol),Al/Ca (umol/mol),P/Ca (umol/mol),K/Ca (umol/mol),Mn/Ca (umol/mol),Fe/Ca (umol/mol),Rb/Ca (umol/mol),Sr/Ca (umol/mol),U/Ca (umol/mol),Li/Mg (umol/mol),B/Mg (umol/mol),Na/Mg (umol/mol),Al/Mg (umol/mol),P/Mg (umol/mol),K/Mg (umol/mol),Ca/Mg (mol/mol),Mn/Mg (umol/mol),Fe/Mg (umol/mol),Rb/Mg (umol/mol),Sr/Mg (umol/mol),U/Mg (umol/mol)
60,1.868369425,0.114829385,1.473136505,0.220182854,,,,28.77000092,7.133141783,73.23338016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1.999081004,0.059982563,1.710847695,0.123198294,,,,33.18657287,7.553955723,76.81519715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2.995331423,0.066003919,0.526975296,0.178486255,50.18777785,24.64408655,25.1681356,37.47975067,8.058287411,80.44790454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2.002919024,0.039913428,1.546736272,0.134382362,,,,41.82889488,8.781175092,83.7109901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2.194182339,0.169170337,1.322345072,0.281602523,,,,46.0780547,9.543425943,87.11212722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1.981801691,0.065803681,1.297479739,0.146864659,,,,50.32687255,10.33291536,90.29922839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1.986465918,0.055456887,1.734391684,0.228016025,17.71833412,15.68248632,66.59917957,54.60276411,11.61012695,93.36300352,,,,,,,12.7584661,197.7362358,58829.67611,4.022901896,476.8336965,,1502.713512,95.9770981,476.2234254,552.6149209,,3497.795786,0.376167717,13.28936238,206.0325751,61287.0417,41.91725103,497.1019398,,1567.13322,496.1867691,575.8012796,,3644.407054,0.391935829,319.5640445,4916.389105,1469702.455,11706.48403,,36563.44855,23.88554186,11850.1995,13746.28869,,87048.79689,9.360879331
95,2.297985558,0.079706534,1.294339525,0.096525249,,,,58.92628325,13.1630446,96.31614564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1.807148109,0.054810617,1.072738403,0.149546954,,,,63.19283345,15.40881323,99.10575036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1.852597984,0.05699712,1.489796531,0.159844076,,,,67.50557083,18.63408506,101.7907382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1.872034557,0.105676777,0.00415545,0.259675811,,,,71.74313382,22.03895713,104.0552966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1.93917259,0.087323385,1.509067213,0.162654637,,,,76.0447341,26.02961563,106.0318069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2.014871673,0.062983085,1.158224309,0.195152888,,,,80.39002143,30.22794227,107.6423407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1.872652416,0.046085631,1.52233744,0.184169683,,,,84.70750338,34.29863071,108.9937862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1.604009927,0.148573316,0.787347169,0.197471507,,,,89.00700471,38.57442154,110.2168045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1.701317593,0.052291608,1.383293842,0.24830764,,,,93.37210003,43.28490447,111.3249666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1.727004568,0.108077751,1.435363281,0.182955762,,,,97.72677613,47.73245379,112.3144801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1.279913841,0.142395837,1.851915417,0.863593653,25.52075635,8.205080944,66.2741627,102.0940296,52.51740164,113.2350292,,,,,,,14.75146254,172.5788241,50445.25591,3.219142291,349.7294154,1103.36658,1244.213839,96.78085771,538.8561933,804.2803638,,2879.420545,0.351982167,15.24232082,178.3227621,52123.00698,33.2625428,361.3721811,1140.082147,1285.615943,556.7856291,831.0541333,,2975.225521,0.363694464,458.2183873,5359.532378,1567706.545,10858.5772,34272.6885,38647.93662,30.07404215,16739.27864,24972.92988,,89449.80426,10.93346296
150,1.561643134,0.097355825,1.611265575,0.11177402,,,,106.4671317,59.44461761,114.1642938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,1.594678724,0.149127573,1.673014543,0.242458031,,,,110.8438492,69.60455363,115.3014252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1.862457306,0.064189084,1.305476668,0.218056374,,,,115.4452974,92.62908674,117.6924203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1.650997427,0.063019464,0.865414825,0.151512351,30.20062773,17.44649827,52.352874,115.4942838,113.2776532,117.7053816,,,,,,,11.8337301,223.0532478,67776.61439,4.158391888,241.4551129,95.73500626,1600.322367,95.84160811,564.654217,865.8224295,,3910.410612,0.618120275,12.33990113,232.7505844,70713.68193,43.39102097,251.9453183,100.0843915,1671.487927,589.1786779,903.4725602,,4080.156758,0.644938803,288.6751555,5361.968458,1635525.099,5807.475417,2202.973344,37603.75097,23.08291954,13585.67119,20823.76104,,94138.12074,14.88723423
170,2.803471344,0.019445573,-0.403101309,0.238636294,54.34426234,26.88679504,18.76894262,116.0308974,113.7416583,118.2013822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,3.216918938,0.042207479,-0.341405955,0.182043457,69.11234121,22.20838241,8.679276387,116.5207089,113.79781,123.3547974,,,,,,,9.658649026,297.716476,36041.51293,4.817853736,37.4472309,80.14289778,729.4203588,95.18214626,197.6488048,1536.363548,,6528.681583,1.021135216,10.13820417,312.7941423,37898.32925,50.61885113,39.31321137,84.30278077,766.0998509,207.6538903,1615.518968,,6859.333872,1.072879519,204.2896696,6180.231824,735659.5863,789.5336712,1624.148844,15248.60032,19.76905059,4104.830228,31357.98637,,135522.9633,21.18581243
180,3.587415636,0.09929897,0.162784882,0.220043187,,,,117.147037,114.0269916,127.1618908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,4.105787763,0.073320393,-0.044828598,0.163634624,68.85705057,16.39000786,14.75294156,117.7951462,114.1528973,128.2687524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2.779132128,0.056963986,0.148907286,0.189091485,,,,118.4598261,114.3057075,128.8543198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2.778955428,0.058397237,0.636529273,0.136613819,58.8818488,13.51055621,27.60759499,119.1804728,114.4272138,129.2987336,,,,,,,9.901458893,226.8126184,24509.28895,3.033105533,36.35966651,51.59839528,532.4453239,96.96689447,351.3606744,1852.750674,,5706.712854,0.931815523,10.20084889,233.9154794,25287.81853,31.28210916,37.46691712,53.32450066,549.3902258,362.3501274,1911.469194,,5885.282024,0.96101267,337.3754587,7486.854439,798374.3547,1230.954527,1594.027049,17301.65986,32.04254098,11611.62301,60485.1421,,188515.4633,30.74266449
200,2.241852659,0.058885371,0.823953967,0.141995737,,,,119.8998879,114.5565333,129.6673577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2.523052654,0.053845481,0.786488812,0.222857154,43.69777614,0,56.30222386,120.6728726,114.716113,129.9557197,,,,,,,12.03002012,229.721223,61940.93962,3.946092157,158.4635557,14.68839123,1192.061292,96.05390784,538.9047651,1010.159158,,4600.119385,0.693043236,12.5160888,239.1639619,64504.35037,41.0830236,164.9342931,15.31261317,1241.459784,561.0383953,1052.003014,,4789.133531,0.721528302,309.770051,5821.682272,1559723.871,4040.888653,360.3168014,29975.47886,24.35523885,13667.67996,25414.05344,,116621.452,17.56487401
210,2.972905883,0.069941353,1.193150595,0.15980162,,,,121.4179196,114.8370936,130.2470525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,2.765852764,0.044031799,-0.342469666,0.217376517,,,,122.164368,114.9918697,130.4908247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,2.590425738,0.062444422,0.367343454,0.303181296,,,,122.9129798,115.1755666,130.7210031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,2.739699154,0.039034268,0.345568281,0.196569003,,,,123.6629054,115.3327262,130.9102845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2.009271932,0.064006253,0.845344581,0.261945464,,,,124.4004991,115.4988743,131.1145138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,2.696695052,0.049063693,0.193099975,0.195767711,43.98310193,10.99797203,45.01892603,125.12399,115.7335582,131.330037,,,,,,,9.567326441,233.6919427,62048.06004,3.201491567,153.7903398,,1273.647076,96.79850843,443.2269748,681.5957628,,5735.127933,1.071278294,9.882628004,241.4227808,64124.2602,33.07543146,158.8869901,,1316.886259,457.8986871,704.0607091,,5924.808625,1.106705119,300.1240071,7309.356558,1919950.943,4800.666014,,38796.84616,30.28231245,13854.00106,21408.0593,,179421.4738,33.51786917
240,2.621254079,0.148816237,1.09274159,0.259307509,,,,125.853801,115.9519965,131.5532133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,3.039346133,0.070265514,0.163742895,0.243117659,,,,126.5947115,116.3358249,131.8005933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2.906370311,0.071783148,0.636491128,0.195657849,,,,127.3244107,116.7935567,132.0974872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,3.309012074,0.084330263,0.035536051,0.287649084,62.66304598,17.9389214,19.39803262,128.0986907,117.4703561,132.4952368,,,,,,,12.08233148,247.588728,22240.71921,3.58703324,84.71523696,580.7440489,528.0563311,96.41296676,285.3554631,1113.780405,,7025.915312,1.162842137,12.53214688,256.804138,23068.08727,37.20525897,87.89838979,602.3586942,547.7062326,295.9754769,1155.233413,,7287.340276,1.2061153,336.7126273,6901.378228,620267.9295,2339.706115,16188.60612,14722.62398,26.88547544,7954.895415,31047.80362,,195903.6707,32.41967079
260,3.018578812,0.094563067,0.524464357,0.22819086,,,,128.9403885,118.7924722,133.0085529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,2.345103245,0.075432897,-0.096496143,0.211008639,,,,130.0759187,122.502194,133.9381686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2.588031433,0.08132214,0.215402302,0.291365972,,,,130.1915958,126.333293,133.9819318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,1.167526894,0.063522071,1.334589865,0.206258996,24.61189172,0,75.38810828,131.1067903,127.1614141,134.7945679,,,,,,,15.62005183,180.9368481,31725.12955,2.66739427,181.4719835,72.43707411,1923.784344,97.33260573,1518.26273,882.8534281,,2940.470109,0.309725797,16.04532232,185.8841791,32583.05297,27.40622275,186.4559295,74.48063759,1977.565899,1559.885658,906.7836585,,3021.064302,0.318225728,590.4198823,6810.892584,1207317.238,6800.357317,2640.074325,70763.39087,36.55475509,56999.6785,33525.46675,,110418.5924,11.61566065
280,1.824735064,0.071655842,1.986169923,0.258922676,,,,131.9671483,127.2300133,152.954667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,1.816155235,0.033563206,2.156458612,0.135794015,,,,133.0126127,127.5080872,167.2452026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,1.355130818,0.064449506,2.070678235,0.227337496,,,,134.0521609,127.7161949,173.0569468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,1.472040008,0.031298156,1.864919811,0.196483608,21.67310449,0,78.32689551,135.1016281,127.9069589,177.019636,,,,,,,17.79631856,197.1890154,41944.37854,3.983836453,246.9759015,43.12414542,2033.488701,96.01616355,1424.324993,935.7779987,,3386.534657,0.776506628,18.53065846,205.3576194,43662.73634,41.49330766,257.2453459,44.95785995,2117.893804,1483.449259,974.0362559,,3527.061027,0.808749496,449.6730487,4963.340018,1067178.705,6193.653235,1057.302909,51084.63841,24.13010281,35778.88646,23855.32979,,85099.35286,19.50000862
300,2.160459436,0.048425114,1.490132376,0.172490154,,,,136.1959761,128.0520623,180.1333248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,1.98408345,0.053755254,1.17498652,0.162231683,,,,137.3345997,128.1797376,182.5932025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,1.90489344,0.090651935,1.402310325,0.201159779,,,,138.492996,128.2945909,184.9108719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2.34637548,0.072511938,1.101204287,0.215395151,,,,139.6747925,128.4210584,187.0634107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1.919248777,0.087042809,1.653318553,0.266982981,,,,140.9059441,128.5538094,188.7742905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,1.681548072,0.078016021,1.577468028,0.319758715,,,,142.090747,128.6953973,190.6779943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,1.741170852,0.051322935,1.533107589,0.140018351,,,,143.3465112,128.8211378,192.4910879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,1.999826928,0.045576825,1.406344639,0.134431508,,,,144.5199857,128.9252286,194.3269428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,2.314426984,0.071846872,0.796134833,0.15871149,,,,145.7801979,129.0162516,196.4291405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,2.689174018,0.056584993,1.000339528,0.154771183,,,,147.020707,129.1423398,198.6011385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,2.945224242,0.084981287,-0.113907789,0.219881623,,,,148.3028634,129.2364258,200.8166768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,1.768538583,0.072921426,1.515640799,0.292750302,,,,149.577147,129.3598015,202.9996987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,2.189131099,0.19719493,-0.154565619,0.339502599,,,,150.8807647,129.4927576,205.0645411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,2.287235494,0.053602877,0.541910014,0.16494615,,,,152.1612417,129.6263479,207.5541405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,2.356778133,0.083950066,0.898491757,0.21568051,,,,153.4963736,129.7434846,209.9583104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2.292934595,0.092421845,0.834359633,0.272606558,,,,154.7788046,129.8596042,212.6974145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,2.13919304,0.049293686,0.423615819,0.152755276,,,,156.032512,129.990675,215.5972697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,2.382156551,0.034404868,0.556270981,0.193821273,,,,157.4581885,130.1219617,218.4686843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,2.590036575,0.053276707,0.338620226,0.176036,,,,158.8268084,130.2663634,221.6378956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,3.101188611,0.048264756,0.303894049,0.138036457,,,,160.3044325,130.4132182,224.8679368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,2.878676383,0.061095826,-0.108233241,0.147061615,,,,161.7101271,130.585884,228.1702209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,2.525727915,0.069307602,0.555736325,0.201046054,,,,163.1363652,130.7668776,231.5794127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,2.099982199,0.064495989,0.450898057,0.238392083,,,,164.5800132,130.9569452,235.171329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,2.274582195,0.055759163,1.092081573,0.127431836,,,,166.0919397,131.1646959,238.7571416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,2.219979703,0.051480852,0.977346507,0.077093201,,,,167.5944689,131.3400995,242.16522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,2.546384975,0.086867161,1.420140915,0.407826675,,,,169.1039207,131.5439758,245.8735525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,2.755654663,0.057129862,1.23436619,0.270360578,,,,170.70827,131.7590025,249.829101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,2.490938294,0.090320891,0.913441025,0.177563011,,,,172.298648,132.0174636,253.5450258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,2.533959296,0.112424733,0.767514691,0.324716102,,,,173.9925925,132.289066,257.2526395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,2.229198488,0.059417557,0.278674827,0.094656608,,,,175.6694108,132.5315191,261.1345984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,2.405046514,0.074815575,0.653659453,0.25421783,,,,177.4203452,132.825226,265.2666644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,1.828279922,0.18680517,0.985154253,0.253839216,,,,179.2630062,133.0913215,269.2122163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,1.923444512,0.060699783,2.196440189,0.210599157,18.86650589,11.62676137,69.50673274,181.130113,133.3943868,273.5096452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,1.670736493,0.047583567,2.021417597,0.413033096,,,,182.9298772,133.7513763,277.69973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,1.666622824,0.100451265,1.60114276,0.222601735,,,,184.9028431,134.1187895,282.2175728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,1.68758533,0.17105145,1.765467377,0.494000471,,,,186.8853663,134.4847318,286.5223547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,2.057294004,0.134012353,1.760122398,0.63250871,,,,188.9588285,134.9265762,290.9428481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,2.078972908,0.100173188,1.041589121,0.109212614,,,,191.0741388,135.4122758,295.8554086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,1.997710039,0.134317127,0.197691328,0.307980034,,,,193.1645054,135.9869812,300.5708016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,2.842812819,0.090748837,0.937196812,0.131484886,,,,195.3984587,136.3574648,305.6882038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2.785520607,0.124592904,0.487887841,0.414394857,,,,197.741479,136.615519,310.9789492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,2.437832154,0.116850975,0.107081736,0.358408963,,,,200.1919354,136.8032174,316.6406424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,2.724804732,0.08657261,0.601727252,0.139813971,,,,202.6953697,137.0178178,322.6791256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,2.960849091,0.12724681,0.812627531,0.141235139,,,,205.4120673,137.1842443,328.9720366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,2.95496988,0.081936331,0.999829562,0.231130847,,,,208.2093643,137.3344938,334.8308227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,3.131485105,0.125513879,0.655806573,0.264329954,,,,211.2633385,137.5150573,341.4275537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,2.37064088,0.053117347,0.981040397,0.115364009,,,,214.6467382,137.6549949,348.3733336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,2.283096901,0.100820066,0.917574044,0.168696867,,,,218.2767159,137.7860405,357.5053427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,1.656843047,0.080828226,1.530408591,0.063699905,,,,222.6297871,137.9992469,369.0249179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,2.153002992,0.168919968,0.900322204,0.380779639,,,,222.9769767,136.3923345,369.3208668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
