DEPTH [CM],"d13C (‰, vpdb)",d13C st dev (‰),"d18O (‰, vpdb)",d18O std dev (‰),% ARAGONITE,% HMC,% LMC,MCMC AGE [KA],MCMC LOWER BOUND [KA],MCMC UPPER BOUND [KA],RADIOCARBOON AGE [KA],RADIOCARBON AGE UNCERTAINTY [KA],CALIBRATED  RADIOCARBON AGE (CAL. B.P.) [KA],CALIBRATED  RADIOCARBON AGE 1𝜎 [KA],"d44Ca (‰, SW)",d44Ca 2 S.E. (‰),Li/(Ca+Mg) (umol/mol),B/(Ca+Mg) (umol/mol),Na/(Ca+Mg) (umol/mol),Mg/(Ca+Mg) (mole %),Al/(Ca+Mg) (umol/mol),P/(Ca+Mg) (umol/mol),K/(Ca+Mg) (umol/mol),Ca/(Ca+Mg) (mole %),Mn/(Ca+Mg) (umol/mol),Fe/(Ca+Mg) (umol/mol),Rb/(Ca+Mg) (umol/mol),Sr/(Ca+Mg) (umol/mol),U/(Ca+Mg) (umol/mol),Li/Ca (umol/mol),B/Ca (umol/mol),Na/Ca (umol/mol),Mg/Ca (mmol/mol),Al/Ca (umol/mol),P/Ca (umol/mol),K/Ca (umol/mol),Mn/Ca (umol/mol),Fe/Ca (umol/mol),Rb/Ca (umol/mol),Sr/Ca (umol/mol),U/Ca (umol/mol),Li/Mg (umol/mol),B/Mg (umol/mol),Na/Mg (umol/mol),Al/Mg (umol/mol),P/Mg (umol/mol),K/Mg (umol/mol),Ca/Mg (mol/mol),Mn/Mg (umol/mol),Fe/Mg (umol/mol),Rb/Mg (umol/mol),Sr/Mg (umol/mol),U/Mg (umol/mol)
165,2.805841403,0.076640448,0.274527738,0.177424709,,,,116.7413152,113.8403725,125.6330001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2.539777222,0.072355031,0.096066421,0.153562178,,,,117.1279226,113.9624182,127.1098317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2.700496866,0.062567383,0.126088277,0.121637322,,,,117.487181,114.0385339,127.7824136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2.856471976,0.082003469,0.132495293,0.235326475,,,,117.8614327,114.1307187,128.3334057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,3.237696715,0.125543554,-0.050583635,0.148283064,49.43101996,16.94426898,33.62471105,118.2273202,114.1997827,128.6924361,,,,,-1.219871366,0.046179824,12.33097,234.171516,42811.02501,3.509799574,32.016213,730.8053984,911.1951315,96.49020043,411.6613548,1145.272575,,5663.754999,1.335785401,12.77951901,242.6892858,44368.37691,36.37468902,33.17872298,757.3882526,944.3378139,426.6350745,1186.934582,,5869.770387,1.384379309,351.323158,6672.118519,1219684.146,913.7699043,20822.05914,25963.07491,27.49197032,11729.29587,32628.74162,,161373.0071,38.05527365
190,3.056312064,0.093265432,-0.050197939,0.300214841,,,,118.5977477,114.2805807,128.9612563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2.86061757,0.164200854,-0.232624903,0.122800389,,,,118.9983867,114.3735258,129.2336573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2.588455318,0.169626451,-0.25297803,0.09242905,,,,119.3952024,114.4480468,129.4558674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2.856159878,0.082881592,-0.402748507,0.186948662,58.49331671,19.09659285,22.41009043,119.7955235,114.5174246,129.62611,,,,,,,13.41168419,244.2173788,32144.46389,3.865198451,103.503567,641.9760988,927.0215473,96.13480155,327.5548267,689.273592,,5757.731543,1.077800159,13.94080585,254.0295499,33412.63661,40.20657421,107.678719,667.828276,964.3098116,340.7270314,716.8427337,,5989.11434,1.121074619,353.3585945,6324.736705,846912.4696,2670.271204,16589.46835,23981.76455,24.88031098,8475.768312,17927.84026,,149083.5806,27.93105069
210,3.429592878,0.111389972,-0.340382075,0.164974041,,,,120.1998526,114.5935272,129.8125485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,3.441845506,0.104707946,-0.280042155,0.185547653,,,,120.603278,114.6784839,129.9707202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3.173139639,0.029330832,-0.255894531,0.144005138,,,,121.0076518,114.7488358,130.1119818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,3.35765164,0.166291232,-0.540817441,0.328710019,,,,121.4183143,114.8159281,130.2355104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,3.138799422,0.132016093,-0.653991663,0.124499271,54.28051753,18.27705313,27.44242933,121.8252698,114.9051135,130.3941725,,,,,,,14.70837084,256.8489118,31328.89043,3.155945493,270.1928932,993.1098202,901.0842965,96.84405451,444.5251099,982.8326788,,6588.537222,1.487326438,15.17515732,265.2114818,32323.14757,32.58861548,278.992149,1025.527407,930.4526516,459.0138219,1014.634089,,6803.173343,1.535726161,478.1668843,8151.130551,1018497.432,8572.503959,31437.68927,28567.22067,30.70657582,14092.24514,31376.85196,,208970.7972,47.22416106
235,2.892415329,0.039980713,-0.429419472,0.206974623,,,,122.2329957,115.0095812,130.5074865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,2.971869442,0.064600946,-0.594561526,0.219833006,,,,122.6355354,115.1009205,130.6357421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,3.337442625,0.08325399,-0.732679494,0.211169512,,,,123.0341133,115.1918828,130.7408066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,3.565355985,0.172898514,-0.800298396,0.148223783,,,,123.4316643,115.3055637,130.8425046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,3.83087392,0.0671933,-0.607903972,0.212263761,78.23203148,10.39206401,11.37590451,123.9944358,115.4157879,131.0306871,,,,,-1.368732789,0.144218005,14.46505317,308.2985914,61436.52235,2.151005187,581.0583391,1081.500895,1243.037033,97.84899481,270.2002362,1232.936727,,8317.139725,1.716577853,14.78303904,315.0759084,62787.10484,21.98290547,593.8315176,1105.275258,1270.362272,276.1399913,1260.039102,,8499.974876,1.754313965,672.4749132,14332.73567,2856117.817,27013.70508,50279.22632,57789.35433,45.48990862,12561.64889,57321.50988,,386662.5393,79.8020088
260,3.681571534,0.068616376,-0.760068576,0.135592048,69.1693205,17.54671135,13.28396815,124.2481727,115.4872369,131.099186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,3.640686873,0.03703059,-0.652864054,0.171527986,73.66627175,9.436343846,16.89738441,124.6493648,115.6054685,131.2134617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,3.530633703,0.075793176,0.027874553,0.238507484,,,,125.0642369,115.7579798,131.3419643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,3.722813981,0.094133639,-0.00604862,0.143164398,74.99001304,8.860415533,16.14957143,125.4537887,115.9122746,131.4606859,,,,,-1.421426119,0.036869363,13.65934665,304.2559418,47494.36491,2.035076101,507.1606432,1119.761059,1208.480695,97.9649239,427.5255318,1223.787793,,8379.620788,1.902800897,13.94312822,310.5764074,48481.23041,20.7735556,517.6975497,1143.024106,1233.581115,436.406768,1249.21553,,8553.699304,1.942338455,671.1874484,14951.9039,2333434.835,24919.85429,55023.9735,59397.04562,48.14243571,21009.62128,60127.47927,,411785.4664,93.48587717
280,4.014316633,0.032331793,-0.544677721,0.094571955,72.63627932,14.5028287,12.86089198,125.8653641,116.070329,131.5809283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,3.803814428,0.046789049,-0.119175687,0.064240414,80.90004508,8.082927322,11.0170276,126.2718209,116.2718197,131.7230946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,3.909579227,0.046491142,-0.710389687,0.233692382,75.46297213,13.13153906,11.40548881,126.682877,116.5033307,131.8843731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,3.631715615,0.066158128,-0.914716874,0.259631532,77.4434588,12.86737916,9.68916204,127.100463,116.8338976,132.0386791,,,,,-1.410703634,0.104754456,14.15232568,300.0630042,40315.37805,1.835723182,565.4105039,1083.221253,1080.763206,98.16427682,411.6422029,967.0329753,,8650.002702,1.932054782,14.41578606,305.6727227,41065.89109,18.70052864,575.9856364,1103.482561,1100.973189,419.340315,985.1071445,,8811.745967,1.968175185,774.3741105,16350.71443,2205940.262,30796.28962,58996.17569,58877.59389,53.47551548,22423.89131,52707.81147,,471260.1342,105.2783984
300,3.877369792,0.047678696,-0.243104288,0.175215253,77.38789909,13.57151946,9.040581443,127.5119249,117.1390497,132.2131552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,3.793047155,0.10615663,-0.52982652,0.101411703,78.33039686,10.24881677,11.42078636,127.9271408,117.5561971,132.4202244,,,,,,,,309.311688,37244.80929,1.694654335,460.8881583,399.0812831,1036.389721,98.30534567,589.1367433,1214.173324,,8820.518891,1.942588495,9.204836966,287.4751161,37970.41774,17.23928507,530.0256514,786.9785719,1025.207296,596.4073105,1487.749123,2.057747941,9195.088776,1.991434384,,18317.60311,2200340.272,27149.91827,23602.48547,61096.03533,58.12755578,34828.86225,71506.36836,,521643.997,114.6361797
310,3.671098256,0.072588921,0.034769617,0.142453643,79.80044255,10.59077116,9.608786283,128.368629,118.2330167,132.6566111,,,,,,,,329.5990843,40376.57189,1.826983595,471.0379937,334.3507297,1135.860611,98.1730164,267.0942295,1270.504244,,8428.160272,1.751768269,10.14869624,310.8619783,41387.67276,18.61042491,602.1593283,850.8770932,1178.224321,251.6993975,1972.980995,2.086416263,8869.97403,1.796702992,,18087.70914,2211618.076,25854.36494,18122.28475,62130.98261,53.82677623,14623.97146,69138.5377,,462098.6352,95.95116863
315,3.587550966,0.044770544,-0.293846663,0.293189492,81.05231898,8.999093241,9.948587781,128.8373475,119.3280805,132.9354099,,,,,,,13.90570717,263.039056,36820.45149,1.700607047,555.5577785,816.1631721,885.7981216,98.29939295,245.7984748,1018.558627,,8582.482315,1.740763532,14.13810879,267.5777274,37435.81987,17.30062005,565.1785941,830.3009004,901.1281425,250.0504971,1036.090377,,8730.816009,1.770811242,845.9510869,15525.00715,2239965.259,32673.52292,47987.21251,52128.09283,57.86822858,14471.205,60261.59794,,505732.482,102.7050531
320,3.745600139,0.111953598,0.078781437,0.164080719,75.14642286,13.71585102,11.13772612,129.3771782,121.2756479,133.2955353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,4.467049593,0.123179645,-0.46919426,0.298187713,82.9302242,9.855198204,7.214577599,130.1032994,125.1886773,133.8553474,,,,,-1.580698161,0.098166277,12.58115715,251.2001326,34380.79815,1.472112742,536.6861799,651.7899665,1124.192583,98.52788726,54.77829238,1201.055119,,9811.00226,1.618161061,12.76939108,254.9520118,34895.30043,14.94174176,544.7182529,661.5280825,1140.971954,55.59784952,1218.987025,,9957.588598,1.642370919,855.9496919,17119.05981,2338699.345,36503.73216,44403.98352,76662.76995,67.12458545,3727.038013,81870.09386,,668400.9435,110.0968153
330,3.275281075,0.06135988,-0.244525975,0.165850343,64.71981679,17.47657014,17.80361306,130.1658828,126.4129796,133.8845954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,2.554883042,0.056924664,0.202253559,0.125154649,44.1443542,21.36160996,34.49403584,131.1392827,127.245498,134.7534905,,,,,,,14.01037977,232.0090126,,4.174805718,209.7944196,986.4986573,942.9392464,95.82519428,512.2597579,604.372497,,5254.373331,1.362237734,14.62087899,242.117415,,43.56694247,218.930561,1029.478985,984.0237336,534.5780166,630.6962621,,5483.294117,1.421590613,335.5445784,5557.2549,,5027.468855,23629.59201,22585.1703,22.95384252,12270.23796,14480.67725,,125860.4264,32.62853866
340,2.541481321,0.050679343,0.87140595,0.196654115,,,,132.2596535,127.343625,150.6651298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,2.721046095,0.029064428,0.727381013,0.137844804,,,,133.678463,127.7614746,162.1401379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,2.630843062,0.068321183,0.768386803,0.137945264,,,,135.0827499,128.0240812,166.6377064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,2.696418858,0.079467786,0.678007771,0.174093747,,,,136.6676351,128.2706938,169.4332213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,2.490970637,0.076404289,0.610070124,0.228465229,46.04267523,17.88075365,36.07657112,138.2397957,128.4476444,171.9077248,,,,,-1.133485517,0.061193278,15.95684785,212.1030972,32853.29891,4.147795244,215.461085,829.2018077,967.4423431,95.85220476,630.6964572,1110.077054,,4654.798453,0.824358446,16.64740513,221.280499,34275.08456,43.27291448,224.7814883,865.0805558,1009.296754,657.9886602,1158.119323,,4856.227253,0.860036953,384.6940747,5114.375362,792035.8198,5196.579276,19994.08764,23330.55629,23.11035855,15206.2496,26761.14843,,112227.7472,19.87228918
365,2.671791529,0.033955236,0.642745312,0.17185395,,,,139.8379786,128.6714112,174.0474806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,2.638715187,0.043786853,0.709760909,0.125911687,,,,141.395671,128.9055894,175.9177722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,3.748373431,0.027452809,0.01069619,0.068036176,52.05831726,17.42748563,30.51419711,143.0174804,129.121166,177.7388344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,2.353351045,0.104072056,0.762141055,0.142410209,35.44499372,18.03877504,46.51623124,144.591167,129.342157,179.4828289,,,,,,,13.21552786,207.5337115,,3.871890947,158.5889059,842.8253359,832.5764596,96.12810905,699.9025694,699.6895285,,4604.987836,0.794872874,13.7477984,215.8924784,,40.27845201,164.9766279,876.7734052,866.1108763,728.0935283,727.8716894,,4790.470826,0.826888502,341.3395237,5360.252977,,4095.911442,21767.63302,21503.45279,24.82725013,18076.57917,18071.21066,,118933.4281,20.52976301
385,1.937962594,0.055949737,0.951921817,0.131551989,41.45087641,13.7647426,44.78438099,146.1697396,129.5713739,181.2492711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,2.557947592,0.044157425,0.848626926,0.167960133,,,,147.7393271,129.8006879,182.9429707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,2.497548485,0.051580944,0.49244454,0.233538573,,,,149.2659114,130.0111723,184.6353116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,2.747623667,0.067911964,0.525752546,0.178859776,,,,150.7336419,130.2648865,186.3273952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,2.910393204,0.035367153,0.256818946,0.118522192,,,,153.5445583,130.6757619,189.7192577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,2.800895118,0.041055982,0.424467556,0.213541123,,,,154.9842526,130.9400924,191.6027144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,2.821937426,0.073446996,0.782856419,0.200920472,44.51302055,19.62630952,35.86066993,156.4718256,131.254821,193.5436128,,,,,,,12.3690554,237.3799994,38426.77642,3.593491531,80.48497703,673.4363521,984.6774896,96.40650847,541.3090861,979.1009704,,5107.155708,1.142888052,12.83030445,246.2315469,39858.91231,37.2746377,83.48629847,698.5503834,1021.39094,561.4899922,1015.604116,,5297.534036,1.185486124,344.1301344,6604.703566,1069694.923,2239.248117,18735.38144,27399.68372,26.83332583,15063.69227,27246.22909,,142141.2471,31.81229534
425,2.854684461,0.047867686,-0.027735397,0.304910557,,,,158.0474474,131.728668,195.4428211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,2.902701277,0.044201154,-0.076634135,0.154519118,45.22352447,19.08058002,35.69589551,159.5884636,132.2048315,197.3780319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
