DEPTH [CM],"d13C (‰, vpdb)",d13C st dev (‰),"d18O (‰, vpdb)",d18O std dev (‰),% ARAGONITE,% HMC,% LMC,MCMC AGE [KA],MCMC LOWER BOUND [KA],MCMC UPPER BOUND [KA],RADIOCARBOON AGE [KA],RADIOCARBON AGE UNCERTAINTY [KA],CALIBRATED  RADIOCARBON AGE (CAL. B.P.) [KA],CALIBRATED  RADIOCARBON AGE 1𝜎 [KA],"d44Ca (‰, SW)",d44Ca 2 S.E. (‰),Li/(Ca+Mg) (umol/mol),B/(Ca+Mg) (umol/mol),Na/(Ca+Mg) (umol/mol),Mg/(Ca+Mg) (mole %),Al/(Ca+Mg) (umol/mol),P/(Ca+Mg) (umol/mol),K/(Ca+Mg) (umol/mol),Ca/(Ca+Mg) (mole %),Mn/(Ca+Mg) (umol/mol),Fe/(Ca+Mg) (umol/mol),Rb/(Ca+Mg) (umol/mol),Sr/(Ca+Mg) (umol/mol),U/(Ca+Mg) (umol/mol),Li/Ca (umol/mol),B/Ca (umol/mol),Na/Ca (umol/mol),Mg/Ca (mmol/mol),Al/Ca (umol/mol),P/Ca (umol/mol),K/Ca (umol/mol),Mn/Ca (umol/mol),Fe/Ca (umol/mol),Rb/Ca (umol/mol),Sr/Ca (umol/mol),U/Ca (umol/mol),Li/Mg (umol/mol),B/Mg (umol/mol),Na/Mg (umol/mol),Al/Mg (umol/mol),P/Mg (umol/mol),K/Mg (umol/mol),Ca/Mg (mol/mol),Mn/Mg (umol/mol),Fe/Mg (umol/mol),Rb/Mg (umol/mol),Sr/Mg (umol/mol),U/Mg (umol/mol)
480,3.079731819,0.086822539,0.374633679,0.306245992,51.31042707,13.60701477,35.08255816,121.4291326,114.8238418,129.831078,,,,,,,,271.0942888,46976.72174,1.751695391,211.8417344,,999.6995957,98.24830461,758.8736536,3904.456002,152.9850126,6825.740419,1.656319609,,273.0282467,47854.60884,17.96940176,218.1785735,,1029.603691,764.2273859,3937.681809,153.9068577,7087.096594,1.69840327,,27511.17938,4887596.75,7293.751124,,34419.84683,99.69270603,79513.86746,598062.0898,25541.64678,729506.3793,174.8826835
485,3.149679994,0.061915716,0.39828815,0.159352727,69.51040842,0,30.48959158,122.4224868,115.0202165,130.1341792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,3.116045773,0.045548682,0.427737587,0.176871279,55.98226905,12.87000482,31.14772613,123.4206731,115.2273575,130.384862,,,,,,,,319.5329984,61694.14155,0.192066301,,,,99.8079337,679.4480257,7022.454892,149.2552573,8414.397565,1.741614123,,314.7789627,60917.50316,1.924359056,,,,649.66935,7035.968617,149.542478,8379.594619,1.718856411,,166365.9875,32121273.33,,,,519.6535422,353757.0213,3656266.014,77710.2784,4380985.897,906.7775624
495,3.655445818,0.03640592,-0.222253862,0.144369218,65.61200326,9.132957914,25.25503883,124.4204881,115.4891265,130.6480469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,3.712976684,0.052838247,0.082731179,0.052582642,65.41173854,9.088301499,25.49995996,125.4071986,115.7818313,130.9164428,,,,,,,,,,,,,,,,,,,,,301.3561136,41859.05273,,268.9989992,,,529.3979607,8091.0601,140.0363156,9415.652726,1.554673595,,,,,,,,,,,,
505,4.204517813,0.056013143,0.545108903,0.122728361,67.65460145,10.15111831,22.19428024,126.39369,116.192487,131.1921838,,,,,,,,251.7596343,34337.33411,1.216246702,167.2429744,,780.9151881,98.7837533,444.6953666,1213.999894,,8340.4272,1.560707995,,254.6728302,37528.69675,12.31221391,169.3021057,,790.5299829,470.5835332,4066.256889,127.7102105,9566.57066,1.69481834,,20699.71774,2823221.149,13750.74433,,64206.97273,81.2201613,36562.92477,99815.2671,,685751.2697,128.3216631
510,4.640974822,0.059379682,0.161135987,0.18109095,78.42678945,8.493681316,13.07952924,127.3944015,116.7705784,131.4985122,,,,,,,11.89836684,223.1190785,29764.74945,1.03304418,404.4205828,592.0747621,738.4155061,98.96695582,248.1466289,1103.645089,,9322.202369,1.61092245,12.02258102,225.4516747,30075.3628,10.43841799,408.6448509,598.2614513,746.1353935,250.7383187,1115.180403,,9419.540406,1.627745918,1153.158672,21593.58519,2885812.741,39174.44082,57330.27014,71463.06062,95.92824416,24039.26062,106836.4816,,903318.2729,156.0704989
515,4.148565752,0.097114288,0.38862319,0.324333959,74.44796155,8.407804141,17.1442343,128.4517213,117.7982408,131.9667218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,3.493500045,0.058281858,-0.417319331,0.202135197,64.79535458,10.56170849,24.64293692,129.8543708,120.453396,132.8812837,,,,,,,,302.4136299,56884.16555,0.477109119,,,,99.52289088,696.2035726,6996.557502,102.2494716,9959.136414,1.581175402,,302.4627614,57026.97424,4.793966034,,,,682.4371529,7030.06743,102.7396537,9927.603279,1.590311561,,63363.45176,11924073.18,,,,208.6175507,145935.9871,1467964.689,21433.21369,2087389.2,331.4474701
530,3.661602452,0.052464049,0.233601583,0.241298402,61.11030731,6.678069932,32.21162275,130.0188829,126.3877916,132.9270225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,1.830155263,0.091649984,1.671780186,0.268031434,29.72140409,0,70.27859591,130.7100093,127.1881317,133.1762949,,,,,,,20.20804179,190.5085293,37306.92949,2.295776238,320.3322613,1094.52876,1424.630025,97.70422376,1089.321266,1135.514605,,3691.323393,0.660730468,20.6831309,194.9882373,38183.45933,23.49747969,327.8630751,1120.257893,1458.125135,1114.927193,1162.20915,,3778.096496,0.676264612,880.1991271,8296.37803,1625974.348,13952.97396,47679.92704,62048.45097,42.57938667,47454.51526,49461.80982,,160799.8192,28.77856744
540,2.11350685,0.055384336,0.194765018,0.267400286,41.88013115,7.217621871,50.90224698,131.1524019,127.3382918,133.3607669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,2.698264358,0.048980497,-0.182667123,0.060952325,52.17287826,11.88174788,35.94537386,131.8103935,127.9267353,133.5592785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,2.87670706,0.056309619,0.88958087,0.168166483,,,,132.4166906,128.6071102,133.7580447,,,,,,,,300.3610022,36624.50543,1.849910873,108.8092566,,640.5501827,98.15008913,1013.306148,5116.067836,110.6020921,6870.290881,1.115634313,,308.3002083,37497.55579,18.88098568,111.7605474,,657.9241627,1038.577706,5197.823616,112.23442,7172.498089,1.155193196,,17709.64666,2163617.787,4120.428298,,24256.58607,57.45868627,60146.73227,336217.1258,7604.904793,410471.6722,66.21856242
555,2.030970564,0.030788445,1.364072725,0.178193993,37.80596621,0,62.19403379,133.1382702,129.6073185,134.2095517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,1.955804289,0.103744728,0.801080847,0.186021863,37.94917844,4.792455101,57.25836646,133.274423,132.3051392,134.2524054,,,,,,,2.24285337,238.0692029,30490.41087,2.205642593,45.28028314,,990.4327803,97.79435741,1231.064513,5005.384389,87.7680733,5642.263738,1.20165876,2.30615146,245.432706,31236.76644,22.56979166,46.55818898,,1018.384899,1262.189441,5109.570551,89.49907538,5884.497152,1.245144758,81.71430797,11180.71444,1432259.827,1649.70526,,36084.62787,45.62062731,58055.76637,249007.8948,4543.640487,267265.5082,56.50262693
