DEPTH [CM],"d13C (‰, vpdb)",d13C st dev (‰),"d18O (‰, vpdb)",d18O std dev (‰),% ARAGONITE,% HMC,% LMC,MCMC AGE [KA],MCMC LOWER BOUND [KA],MCMC UPPER BOUND [KA],RADIOCARBOON AGE [KA],RADIOCARBON AGE UNCERTAINTY [KA],CALIBRATED  RADIOCARBON AGE (CAL. B.P.) [KA],CALIBRATED  RADIOCARBON AGE 1𝜎 [KA],"d44Ca (‰, SW)",d44Ca 2 S.E. (‰),Li/(Ca+Mg) (umol/mol),B/(Ca+Mg) (umol/mol),Na/(Ca+Mg) (umol/mol),Mg/(Ca+Mg) (mole %),Al/(Ca+Mg) (umol/mol),P/(Ca+Mg) (umol/mol),K/(Ca+Mg) (umol/mol),Ca/(Ca+Mg) (mole %),Mn/(Ca+Mg) (umol/mol),Fe/(Ca+Mg) (umol/mol),Rb/(Ca+Mg) (umol/mol),Sr/(Ca+Mg) (umol/mol),U/(Ca+Mg) (umol/mol),Li/Ca (umol/mol),B/Ca (umol/mol),Na/Ca (umol/mol),Mg/Ca (mmol/mol),Al/Ca (umol/mol),P/Ca (umol/mol),K/Ca (umol/mol),Mn/Ca (umol/mol),Fe/Ca (umol/mol),Rb/Ca (umol/mol),Sr/Ca (umol/mol),U/Ca (umol/mol),Li/Mg (umol/mol),B/Mg (umol/mol),Na/Mg (umol/mol),Al/Mg (umol/mol),P/Mg (umol/mol),K/Mg (umol/mol),Ca/Mg (mol/mol),Mn/Mg (umol/mol),Fe/Mg (umol/mol),Rb/Mg (umol/mol),Sr/Mg (umol/mol),U/Mg (umol/mol)
105,1.977220246,0.026416389,0.015590942,0.258737316,47.05784559,19.40262567,33.53952874,10.51560059,8.706935043,11.84974125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1.736563436,0.031849507,0.216527942,0.10484792,36.13199282,21.50581135,42.36219583,11.67669116,11.02342061,12.314277,10.4,0.035,11.65,0.1675,,,,295.6721192,38363.47731,2.540808411,77.84937743,,1126.088298,97.45919159,951.8568912,5254.472768,165.7473412,5467.027061,1.099808525,,303.0760177,39320.35306,26.14428463,80.84553025,,1169.427535,967.3645765,5363.077956,169.0577534,5676.148074,1.11107937,,12840.75212,1668399.436,2100.618552,,30385.36785,42.04146031,41580.49632,263515.1194,8465.037137,240268.1412,47.62890141
115,1.361696155,0.085126735,0.378874371,0.388078973,,,,11.91577697,11.2842287,12.51541996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1.417710743,0.064045489,0.519323004,0.260835954,,,,13.6595223,11.36327975,20.43726844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1.270597692,0.048340126,1.0443279,0.235388517,26.27785149,13.36222522,60.35992329,17.01427277,11.59730685,22.38025516,,,,,,,19.68211831,205.5768366,36625.82465,3.299148122,337.9513167,1226.230729,1599.377606,96.70085188,1328.923671,583.4595974,,3753.672464,0.479700487,20.35382925,212.591835,37875.32764,34.11716767,349.4827631,1268.073165,1653.953005,1374.269802,603.3614797,,3881.759986,0.496069942,596.455662,6230.685443,1110322.575,10243.27351,37165.68958,48475.23331,29.31373421,40278.60749,17690.3676,,113768.1975,14.53856416
130,1.847007342,0.106024544,-0.408919199,0.153637971,,,,19.98220367,11.87710062,22.85863612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2.089292515,0.054814109,1.429149293,0.218556844,,,,22.97398972,12.60098563,23.69259957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2.055141294,0.06387788,1.9491895,0.324624021,23.42246672,14.60445932,61.97307397,23.07310564,22.41745401,23.72835937,19.8,0.095,23.08,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1.984967345,0.090789917,1.591139695,0.335592984,,,,23.30082822,22.64355172,23.94406133,,,,,,,,210.2643523,,4.218631195,740.0659142,,1930.51698,95.7813688,1560.704098,1082.459754,,3743.386927,0.59790672,,220.2320168,,44.0658198,771.9453483,,2022.029455,1629.274524,1133.767821,,3907.954915,0.626253409,,4645.785928,,18159.12046,,42656.70483,22.97891123,37538.79221,23919.75514,,89980.92314,13.20953996
155,2.010453281,0.090625739,1.797663098,0.30255055,,,,24.1798807,22.6919177,39.39766643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2.209901825,0.123731387,1.59929399,0.285654958,,,,25.82092482,22.80842422,47.97872211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2.136692668,0.069495632,1.602052776,0.161854959,,,,27.56958854,22.91000246,51.02007369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2.091816592,0.029721979,1.705533482,0.198593775,,,,29.35899285,22.99918692,53.01471045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2.120970648,0.07768201,1.612759065,0.322519788,,,,31.08942445,23.08029628,54.70975106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1.79529341,0.120067249,0.891108053,0.459019093,,,,32.79871757,23.1609778,56.37831883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2.451461898,0.088035608,1.090614191,0.235108745,36.10991369,16.88282109,47.00726522,34.43121254,23.24974607,57.94816865,,,,,,,19.85441778,216.4697716,72023.10109,3.896520703,299.9043546,1055.441403,1898.358169,96.1034793,1528.196926,485.0881631,,4922.516953,1.19730841,20.65946265,225.2482433,74942.88697,40.54513131,312.0666485,1098.239484,1975.33549,1590.158786,504.750147,,5122.115827,1.245853192,509.5380988,5554.69626,1848722.806,7695.470731,27084.91349,48716.58091,24.66508957,39220.75384,12453.46859,,126327.8485,30.72917605
190,2.179954584,0.062369129,0.989159349,0.211155486,,,,36.09018406,23.36180372,59.48018354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1.929172873,0.062113223,1.305673164,0.266272415,,,,37.71141807,23.48799036,60.91238669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1.762911807,0.079834591,0.693502125,0.213097966,,,,39.31458578,23.65470914,62.3151042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1.994687808,0.048160801,1.040929681,0.190053449,,,,40.93549418,23.84563599,63.82144069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2.137516666,0.030959442,1.319054249,0.25379533,,,,42.5623256,24.13272641,65.23939208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,2.069507365,0.042478642,0.946675646,0.203476483,,,,44.16310958,24.48355795,66.62134519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1.703053079,0.051899785,1.029697338,0.201600028,,,,45.73362424,25.08097046,68.05859227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1.730931068,0.073523511,1.228260706,0.266274316,31.63501948,13.57120387,54.79377666,47.29287731,25.81454277,69.49060287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2.066639247,0.06872795,0.815970284,0.244739366,,,,48.82491159,26.71184988,70.86940772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,2.144522587,0.02486335,0.982529403,0.209256702,,,,50.33793553,27.82706947,72.23484548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2.198624698,0.056517641,0.74476904,0.092374659,,,,53.36087742,29.90961377,74.87870509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,2.279642789,0.068557878,0.592504476,0.269225626,,,,56.38941145,31.98562837,77.69435607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,1.84122861,0.03933921,0.947470749,0.182289447,,,,57.92003303,33.28657239,79.16010233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,1.800070928,0.025451747,1.052096251,0.157694073,34.74219111,13.28167802,51.97613087,59.43885787,34.61580113,80.64343017,,,,,,,,250.3279518,78803.90713,2.801162188,220.9842848,,2067.07585,97.19883781,1490.949588,7393.212895,196.4785171,4005.226491,0.454587547,,258.394608,80821.29933,28.93456653,229.4132366,,2158.894962,1515.051514,7549.896399,200.6420646,4100.004999,0.432411476,,10142.67308,3178471.771,6683.479638,,48602.07832,38.9654494,60618.28089,356277.787,9469.157732,162748.7526,18.02004739
270,1.803316771,0.087311295,1.130351989,0.254704211,,,,60.97527267,36.07134306,82.17110079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,1.846850458,0.077635409,1.117723131,0.230044021,,,,64.14039531,39.01774301,85.30619421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2.287081099,0.088477618,0.993811603,0.238766896,,,,64.15991899,39.0956686,85.32379365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,2.244724042,0.05759826,0.945927142,0.175753813,,,,65.71351277,40.82148925,86.78336275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,1.70572387,0.112135978,1.0562666,0.335683797,,,,67.27354344,42.4964187,88.14648136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,1.640530252,0.080745622,1.07786004,0.285482815,33.07239278,18.22317868,48.70442854,68.8099817,44.22451811,89.6062352,,,,,,,,232.5804011,65480.83746,2.247652407,222.0457241,,1333.157793,97.75234759,1431.48996,5052.187471,187.7662129,4122.476924,0.520674664,,236.6639086,66849.95243,23.10210083,230.4989522,,1383.910793,1447.445915,5134.231218,190.6987544,4213.121766,0.499118817,,12271.70989,3477930.908,6054.646406,,36351.96791,51.46075405,76479.89112,323402.2662,12215.74376,221625.3976,27.19281942
300,2.208810167,0.072604078,1.074740205,0.210553045,,,,70.38552523,45.88194063,90.98768008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2.549766751,0.031003505,0.856409946,0.081183731,,,,71.95002019,47.58800748,92.37793933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,1.723227619,0.119090293,0.79996436,0.284971056,,,,73.50904199,49.19400289,93.74521521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,1.646857978,0.113342549,0.71576062,0.258882832,,,,75.10203035,50.84541787,95.06885777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1.979508652,0.126910734,0.773683342,0.277876624,,,,76.66434183,52.45186802,96.36323405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,1.876617273,0.110754256,0.953388972,0.261158152,,,,78.28199733,54.13531199,97.68445217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,1.83111721,0.056362212,0.707690341,0.239852071,,,,79.86778735,55.65830525,98.90107358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,2.133676933,0.102582773,0.811105592,0.238155068,32.91614836,15.76745112,51.31640052,81.45459966,57.26150726,100.1753045,,,,,,,43.39797184,281.8843678,74110.13756,4.947339838,1299.740335,936.8756503,3495.43772,95.05266016,981.138375,504.715708,,4521.223205,0.853601145,45.65726901,296.5636729,77966.61675,52.04911023,1367.400731,985.6633681,3677.42656,1032.213078,530.9710288,,4756.614695,0.898026421,877.2396193,5696.335879,1498675.287,26274.23671,18932.68511,70650.14075,19.21784928,19833.80373,10209.68735,,91385.09755,17.25942087
340,2.742030926,0.096309774,0.369237382,0.17838562,,,,83.04322151,58.90348845,101.4067303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,2.728141307,0.047807217,0.536947262,0.227920821,,,,84.63097507,60.61435538,102.5270622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,2.698563506,0.068633904,0.577986443,0.120947159,,,,86.22937831,62.25121618,103.7050405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,2.906639109,0.051192797,0.66847347,0.214977428,,,,87.82879446,63.95340468,104.7353247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,3.169712786,0.061673401,0.317467707,0.144481626,,,,89.42694896,65.60270333,105.7562293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,2.789941265,0.05118367,0.769386459,0.296629987,,,,91.03891406,67.25928993,106.8210646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,2.712979487,0.044707756,0.807520241,0.09929107,,,,92.64765073,68.95360103,107.7189245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2.859586398,0.07745482,0.554234734,0.229015326,50.5724769,19.74465438,29.68286872,94.27587933,70.61300692,108.4971915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,3.116474439,0.052849504,0.373160493,0.140169876,,,,95.88270051,72.23739542,109.2547673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,2.999395099,0.073474954,0.249365453,0.193125392,,,,97.50200137,73.9011364,109.9319976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,3.043209628,0.084066349,0.443777292,0.510311298,,,,99.12762874,75.55355154,110.6205114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,2.795759553,0.086242198,1.471729549,0.222011738,,,,100.7521163,77.21081726,111.2424648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,2.641519142,0.080516399,1.212046729,0.08320923,,,,102.3699716,79.01621242,111.8133009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,2.621424937,0.078456394,1.475879652,0.267680122,35.73661202,15.88261349,48.38077449,103.9997505,80.71464551,112.382655,,,,,,,13.60995417,200.9719829,28476.69937,2.966754466,93.01670491,882.1664669,783.092058,97.03324553,1613.868071,1229.345374,,4470.03807,1.125425865,14.02619262,207.119288,29347.20918,30.57493291,95.87546567,909.1498956,807.0504232,1663.216349,1266.964663,,4606.762562,1.159845855,458.7756016,6773.564905,960348.4879,3120.508002,29732.73853,26387.74102,32.71787087,54411.51939,41416.51898,,150663.0477,37.93608125
410,2.614344778,0.090928903,1.365132758,0.181196734,,,,105.6085782,82.5649948,112.9240286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,2.515877538,0.095014213,1.000419448,0.27055745,,,,107.2195057,84.76621275,113.4537077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,2.420443489,0.05882123,0.750342885,0.098725786,42.85125689,16.04216536,41.10657775,108.8302995,87.40213271,114.0114882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,2.896405587,0.05179064,0.486901719,0.21113626,,,,110.4408014,90.64556616,114.6213434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,2.869443612,0.101556803,0.746454144,0.473037362,,,,112.0587154,94.85377304,115.3644877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,2.851787551,0.077365645,0.526969948,0.278387647,,,,113.6844362,101.7404295,116.2957448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,2.858350695,0.034973582,-0.491570266,0.057360302,45.37119971,20.47700134,34.15179895,115.4766953,112.8281666,117.7258303,,,,,,,,278.9914695,36327.43146,2.48504055,61.5863337,,1280.07641,97.51495945,924.7056112,5476.23818,173.440626,6087.266861,1.723170373,,285.0064785,37091.68201,25.57421838,64.00332425,,1330.313734,932.4687783,5583.147282,176.6906817,6289.032289,1.764374421,,12603.83473,1654286.087,1630.842158,,33897.17246,44.07292952,42455.82055,291996.4778,9429.723157,281174.0594,78.53869081
445,3.126645808,0.074017608,0.277931867,0.278081089,,,,115.499973,113.263006,117.7308642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,3.117690313,0.08454862,0.096735505,0.364411798,,,,116.0631272,113.7286311,118.2072333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,2.982845996,0.06684865,0.068409917,0.255620862,56.06299914,15.43946099,28.49753988,116.6737109,113.8249163,123.8833466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,3.065407326,0.073406255,0.054661968,0.133146869,52.36633808,16.32168505,31.31197687,117.5221994,114.0790112,127.3846346,,,,,,,,380.1598969,39307.95381,2.582592783,131.4779852,,826.0505384,97.41740722,693.6211002,4468.467142,147.6008956,6733.955468,2.829917991,,387.1470043,40491.23252,26.57921766,135.9530776,,854.9398963,706.6174291,4557.0006,150.2851014,7032.01007,2.940278347,,16383.80078,1702931.39,4084.411946,,24445.80336,41.79112968,30226.12348,238749.806,8263.977313,295835.3078,122.9235888
465,3.011092893,0.046778621,0.127365341,0.162348309,,,,118.4226448,114.2637326,128.4311884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,2.979833745,0.078919418,0.502286272,0.18135409,51.8434668,11.00785544,37.14867776,119.4071148,114.4546492,129.078943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,3.034211483,0.064637635,0.261678782,0.170798177,,,,120.4075662,114.6459809,129.5168726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
