DEPTH [CM],"d13C (‰, vpdb)",d13C st dev (‰),"d18O (‰, vpdb)",d18O std dev (‰),% ARAGONITE,% HMC,% LMC,MCMC AGE [KA],MCMC LOWER BOUND [KA],MCMC UPPER BOUND [KA],RADIOCARBOON AGE [KA],RADIOCARBON AGE UNCERTAINTY [KA],CALIBRATED  RADIOCARBON AGE (CAL. B.P.) [KA],CALIBRATED  RADIOCARBON AGE 1𝜎 [KA],"d44Ca (‰, SW)",d44Ca 2 S.E. (‰),Li/(Ca+Mg) (umol/mol),B/(Ca+Mg) (umol/mol),Na/(Ca+Mg) (umol/mol),Mg/(Ca+Mg) (mole %),Al/(Ca+Mg) (umol/mol),P/(Ca+Mg) (umol/mol),K/(Ca+Mg) (umol/mol),Ca/(Ca+Mg) (mole %),Mn/(Ca+Mg) (umol/mol),Fe/(Ca+Mg) (umol/mol),Rb/(Ca+Mg) (umol/mol),Sr/(Ca+Mg) (umol/mol),U/(Ca+Mg) (umol/mol),Li/Ca (umol/mol),B/Ca (umol/mol),Na/Ca (umol/mol),Mg/Ca (mmol/mol),Al/Ca (umol/mol),P/Ca (umol/mol),K/Ca (umol/mol),Mn/Ca (umol/mol),Fe/Ca (umol/mol),Rb/Ca (umol/mol),Sr/Ca (umol/mol),U/Ca (umol/mol),Li/Mg (umol/mol),B/Mg (umol/mol),Na/Mg (umol/mol),Al/Mg (umol/mol),P/Mg (umol/mol),K/Mg (umol/mol),Ca/Mg (mol/mol),Mn/Mg (umol/mol),Fe/Mg (umol/mol),Rb/Mg (umol/mol),Sr/Mg (umol/mol),U/Mg (umol/mol)
50,2.214866849,0.026111297,0.438170296,0.086042995,41.51654583,17.29903255,41.18442162,39.40130993,35.91673339,42.52743456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1.838803934,0.064509721,0.953210804,0.154102026,41.51654583,17.29903255,41.18442162,40.72937813,36.03535908,60.06308275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1.417792267,0.070989982,1.141345883,0.072948866,30.71987234,12.05088618,57.22924148,42.59602766,36.43686535,70.86455351,,,,,,,12.63870932,182.4335151,23582.00034,2.967157649,68.31243721,911.8976728,820.7243923,97.03284235,610.5297509,1063.86236,,3822.894949,0.802344567,13.02319684,188.0111733,24299.39835,30.57892475,70.40272479,939.792177,845.8204166,629.1993201,1096.373538,,3939.793662,0.826874656,428.0929516,6149.609785,798759.4204,2300.881262,30723.48066,27661.88413,32.7031293,20576.52152,35877.50989,,128844.9174,27.04659761
65,1.788799508,0.047929329,1.241181074,0.202599982,,,,44.61848219,36.78387169,75.17225704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1.855759083,0.048053437,1.226828581,0.270636371,,,,46.71003078,37.00908811,78.03262166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2.164750922,0.051248655,1.584568188,0.094693915,30.35099325,6.400434481,63.24857226,48.87852044,37.30134239,80.17831236,,,,,,,12.6483953,168.2892635,34722.69521,2.959406901,43.12734078,836.7312853,688.0300851,97.0405931,774.3517686,1068.932659,,3734.499172,0.790482606,13.03176178,173.4201656,35775.12259,30.49662109,44.44415216,862.2540929,709.0081992,797.9637691,1101.487845,,3848.372835,0.81458083,429.9564029,5688.242646,1180327.21,1455.656822,28268.88464,23254.55805,32.79175251,26170.04949,36168.04175,,126212.4148,26.72128014
80,2.41670082,0.109524636,1.924430222,0.091569443,,,,51.01207361,37.54875689,82.12316343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2.367731183,0.050859176,1.756315593,0.116908083,32.20542851,0,67.79457149,53.16590803,37.83105425,83.98469984,38.1,0.92,41.68,0.536,-1.18,0.09,12.08739413,174.3156011,42257.6944,3.049629517,70.16298125,841.3606064,826.9905251,96.95037048,642.4326306,1345.956031,,4050.227074,0.812019153,12.46759104,179.7984194,43587.08199,31.45561801,72.36220158,867.8265363,853.0047932,662.6407311,1388.296762,,4177.633604,0.837562593,396.3929666,5716.597378,1385580.341,2308.612613,27589.72253,27118.13386,31.79228808,21066.85065,44134.07436,,132812.0591,26.627094
90,2.488950894,0.050828129,1.410578301,0.074661413,,,,55.26129502,38.07617617,85.71486741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2.351080236,0.054895649,0.767737197,0.105459256,35.71722117,0,64.28277883,57.37408873,38.36188283,87.34247348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2.127307654,0.067822338,1.146659695,0.211840987,,,,59.10937324,38.65263449,88.66361372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2.281429762,0.11826592,1.640732036,0.135514637,,,,61.58217127,39.05762075,90.69512704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2.252564603,0.115939885,1.519573554,0.141025501,30.69642799,5.827223922,63.47634809,62.44567813,39.27106343,91.3538168,,,,,,,13.73173918,185.7093931,36342.47111,2.65064572,110.2009064,684.5558586,750.9535419,97.34935428,550.9397719,1000.04378,,4032.354711,0.945622619,14.09673628,190.7602919,37308.47377,27.22858861,113.2233256,703.2243136,771.389795,565.9397647,1027.130144,,4142.137551,0.971360124,530.3403935,7017.658098,1403600.824,4130.318717,25800.78478,28361.2337,36.74692002,20798.06041,37942.12357,,152225.8231,35.70846272
114,2.030417654,0.071989796,0.858546113,0.162360442,29.44166496,7.706245504,62.85208953,64.91125206,39.74952704,93.26706224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2.683673519,0.074270915,1.887233941,0.125763426,,,,67.34494496,40.29334517,95.26044613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2.504012626,0.06380924,0.580091151,0.136617,,,,69.77039386,41.04102624,97.33322257,38.9,1,42.11,0.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2.878328335,0.059676301,0.650085467,0.104124965,38.40090746,11.7792881,49.81980444,70.23047796,41.30575286,97.71765234,,,,,,,14.69360299,214.642352,36538.17161,3.403853453,79.84628581,678.3251425,873.4930302,96.59614655,463.491802,1026.810881,,5071.128089,1.456641327,15.21325282,222.2073622,37830.3703,35.23799962,82.65909107,702.2246223,904.2722313,479.8263114,1063.016061,,5249.841504,1.507979791,430.1694824,6304.778593,1069690.421,2346.44919,19931.08871,25662.96347,28.37882819,13615.24701,30148.44526,,148970.1055,42.78689572
134,2.866948553,0.052040158,0.674764832,0.201940916,,,,73.06480536,42.60968117,99.83341691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2.943005738,0.070437251,0.491187483,0.150720443,,,,75.47064697,43.82371559,101.5176337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2.681825467,0.052640739,0.45879962,0.228399249,,,,77.89137067,45.4300585,103.1564539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2.909437333,0.051544424,0.671336506,0.113031375,40.65344793,11.89188452,47.45466754,79.90435689,46.84069115,104.447853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2.480560242,0.089941443,0.923392786,0.109611182,,,,82.37397826,48.80155065,105.929649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2.696135693,0.057259726,0.388801457,0.200889198,,,,84.02513042,50.28956569,106.8735895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2.655859761,0.080124284,0.183260274,0.121049501,,,,86.09329781,52.36183951,107.8207272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2.689634169,0.050420105,0.433819646,0.142725461,40.04256362,13.10382048,46.8536159,87.33105905,53.75386908,108.464894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2.562201749,0.063618553,0.08458807,0.156195202,,,,89.79235575,56.49861895,109.4245139,,,,,,,,236.688535,27506.97906,2.898564771,74.11165077,83.69241902,726.1754596,97.10143523,429.5140512,1253.414395,,5355.759782,1.43844294,9.103392382,220.2144956,28281.50909,29.85153097,97.54242949,384.5081425,806.5304774,434.9091205,1654.445551,1.976423039,5633.410689,1.494792567,,8181.183445,949167.5296,2528.399485,2839.342499,25036.93623,33.52374916,14819.88084,43164.15567,,184926.6901,49.62492714
180,2.772350659,0.05218463,0.985907376,0.078096737,,,,91.87027621,58.83257073,110.213461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2.768935891,0.078167962,0.507189679,0.053945449,,,,94.33599264,61.47295804,111.0554836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2.692054305,0.051991381,-0.035379948,0.194434217,,,,96.42592307,63.71555787,111.6972173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,3.037870918,0.058049332,0.632149339,0.161440039,,,,101.0225267,67.70978392,112.806538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2.797070654,0.052071706,-0.021233057,0.212276293,49.03385974,15.7328277,35.23331256,102.7122562,69.38815407,113.2547295,,,,,-1.23,0.01,14.0633842,239.7222547,32619.01419,3.490187121,158.4727023,759.9749801,934.2539586,96.50981288,321.6361963,1153.548682,,5958.45201,1.365714992,14.57210997,248.3915648,33798.44441,36.16422958,164.2859196,787.4585646,968.0433919,333.269215,1195.307059,,6173.962121,1.415102322,402.8865261,6869.357702,934866.3534,4478.558432,21777.49654,26769.0656,27.65524113,9215.578347,33023.63286,,170720.0759,39.13694376
209,3.172354099,0.045492403,0.130866285,0.247486311,,,,103.9726719,71.03940789,113.5435061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,3.289538909,0.088694595,0.431330188,0.171615949,,,,106.4853008,74.61523462,114.1304651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,2.993280592,0.097534181,0.011494247,0.204414099,,,,108.9864393,78.43986947,114.6920045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,3.126091488,0.035267861,0.153130955,0.175126248,,,,111.0582425,83.33931519,115.30721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2.999335565,0.054207291,-0.429087808,0.185349431,44.9357932,13.50229523,41.56191157,113.1229628,91.51274864,116.157101,,,,,,,13.29525102,248.8239061,40296.53293,3.173666482,222.3847499,670.8642579,1030.322288,96.82633352,323.1515903,878.6580126,,6376.143791,1.411648463,13.72264184,256.9766726,41591.91037,32.77727983,229.6895487,692.9018969,1064.098455,333.7489701,907.3689808,,6585.159069,1.457928371,426.8832157,7845.790323,1293838.946,6995.06868,21100.62066,32471.36082,30.52025456,10180.83909,27778.44358,,200956.6049,44.48628936
235,3.193912694,0.065900697,0.358055247,0.198671091,,,,115.4309799,111.5604014,117.7088756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,3.307778021,0.064701285,0.825496125,0.160450553,49.29613292,15.26198708,35.44187999,115.4747165,113.2199084,117.7241959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,3.474053905,0.077614261,0.076104186,0.297435575,49.35992032,12.89105944,37.74902024,116.0420694,113.7375086,118.2331099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,3.325933881,0.118411063,0.291182149,0.154216025,53.4785685,16.21420245,30.30722905,116.6073772,113.7946305,123.4199391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,3.583016301,0.083971158,0.551388141,0.163330405,52.95578331,15.38311469,31.661102,117.3571693,114.0297469,127.0890697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,3.697737615,0.078351166,0.518574076,0.173562844,59.53712095,14.45039814,26.01248091,118.1194267,114.2030961,128.4024664,,,,,-1.27,0.08,13.92368747,267.1251099,40091.16682,2.889824064,154.7937867,785.9568019,1336.826713,97.11017594,291.5480307,1078.215461,,7446.176462,1.292352276,14.33805163,275.0741995,41284.32362,29.75821024,159.3790884,809.3457059,1376.607293,300.2239397,1110.298052,,7667.765042,1.330811816,481.8002988,9243.831894,1387206.643,5380.429546,27197.42372,46261.42377,33.60456148,10088.93539,37314.77685,,257667.4868,44.71964433
265,3.48901177,0.07209251,0.37186821,0.22591314,58.25289715,15.79244749,25.95465536,118.9491687,114.3539499,129.0751407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,3.459221164,0.04731763,0.149380527,0.222250922,56.0178527,15.70734252,28.27480478,119.7946189,114.5271832,129.5328888,38.50,2.20,41.74,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,3.499108076,0.048729156,0.255244021,0.214132837,53.43436018,16.66177241,29.90386741,120.6762162,114.6826644,129.9260794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,3.135283905,0.042154272,-0.080545998,0.071414271,48.5916914,15.76672943,35.64157917,121.5635854,114.8638957,130.2189015,,,,,,,14.10841601,248.5518781,36109.38857,2.785232252,260.9257755,719.9881001,929.2964865,97.21476775,450.0675407,852.7367903,,6388.45577,1.392900877,14.49507634,255.6643477,37099.01547,28.65180785,268.4052979,740.6980291,955.9727183,462.9631597,876.9989321,,6571.463224,1.432820339,528.8946183,8950.857944,1353664.456,9380.643055,25797.63092,33363.55234,34.96788345,16187.52499,30878.98963,,229819.9379,50.08708458
285,3.00154335,0.104476643,-0.155978242,0.213402931,53.81346729,13.23610365,32.95042906,122.4415878,115.0136949,130.4743013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,2.971615001,0.13986589,-0.288906994,0.232070891,55.67446526,11.60128835,32.72424639,123.3113119,115.2004513,130.7179604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,3.056492083,0.053725827,-0.045246765,0.204211222,56.50200737,12.66426025,30.83373238,124.1990531,115.4202732,130.9777055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,3.192608713,0.061429897,0.147518997,0.136902192,56.30211625,12.01229635,31.6855874,125.0737342,115.628064,131.2408543,,,,,,,13.05195829,257.0536655,23710.47218,2.29939976,344.8413089,674.202709,853.14426,97.70060024,574.9801932,962.3621235,,6851.940625,1.473226972,13.36151807,263.1063791,24272.82523,23.53519759,352.9551913,690.0601716,873.222453,588.5107385,985.0541612,,7013.220131,1.507918914,563.3612248,11174.55948,1023414.292,15001.53077,29340.60394,37106.34693,42.49210134,25010.21511,41778.13867,,297973.2849,64.03897366
305,3.303314976,0.058169046,-0.062185513,0.123929326,62.01396832,14.03377208,23.9522596,125.9560061,115.9282163,131.508861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,3.235529835,0.028137838,0.223834334,0.104790247,63.18948184,7.353223322,29.45729484,126.8442448,116.3773163,131.8357209,,,,,,,,259.3476329,41847.76322,1.748363958,203.9460029,,944.1565354,98.25163604,435.8799345,692.3760719,,7206.020151,1.362384602,,234.4383835,42287.13691,17.79602617,269.999544,848.3243918,968.4834639,413.6518957,1013.348648,2.378211504,7530.170692,1.409921333,,14896.42147,2400874.428,11604.26699,,53828.29671,56.42251276,24968.97335,39225.57728,,413683.3246,78.16281356
315,3.858519825,0.042361674,-0.000819062,0.135726511,74.78632206,0,25.21367794,127.7409184,116.9428968,132.2295341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,3.978162804,0.062860599,0.30556857,0.208096417,68.44215748,21.30959022,10.2482523,128.7381518,118.0006816,132.8242436,,,,,-1.17,0.12,13.37842837,227.0531917,27766.63833,1.399158378,419.2479564,657.1265239,1057.689313,98.60084162,338.9534774,1269.096022,,8105.035037,1.547208477,13.56827539,230.2748807,28160.63215,14.19013346,425.1977767,666.4519245,1072.698544,343.763314,1287.109772,,8220.050898,1.569163891,956.1847713,16229.55477,1984688.202,29962.20726,46964.11072,75595.02351,70.47411962,24226.19443,90682.03781,,579278.6334,110.5837722
325,3.407426867,0.026318,0.251959108,0.165073579,60.26815613,8.353910669,31.3779332,130.0319783,121.4391461,133.8541084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,2.493206574,0.085588024,0.030511372,0.205330668,45.27771338,0,54.72228662,130.1481295,126.232967,133.8997781,,,,,,,17.34995124,234.5826802,42664.55921,1.592358253,629.8666351,609.367596,1096.414151,98.40764175,430.8645023,1001.107021,,5930.370676,1.014052431,17.62280535,238.3734937,43335.52364,16.18144962,640.0591345,619.2543867,1114.15173,437.8350615,1017.210952,,6026.282686,1.030438944,1120.579852,14762.45862,2755572.321,39584.57349,38196.89038,68922.74387,61.84804891,27084.54683,63282.37891,,372903.2747,63.81654907
335,1.81258814,0.041979858,1.779194922,0.138078773,13.74629094,0,86.25370906,131.0917566,127.1182246,134.665969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1.561695766,0.048764989,1.991331148,0.109838701,22.50434565,0,77.49565435,132.0461283,127.2153176,147.9050686,,,,,,,16.20558964,153.9677933,48130.07648,1.851559241,304.750574,780.2615141,1114.342473,98.14844076,490.4608309,826.8831769,,3408.523406,0.622764244,16.50595384,156.870372,49022.14845,18.8649941,310.5037457,794.9979992,1135.360805,499.7152338,842.407075,,3472.805279,0.634502,890.5478988,8323.717984,2644898.423,16452.60172,42105.85676,60212.28257,53.02449633,26491.66519,44883.44986,,184199.6985,33.67456411
345,1.783681566,0.054630039,1.528868289,0.243884273,,,,133.2674092,127.5242727,158.5742696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,1.967858344,0.110803209,1.614381613,0.253383418,,,,134.4484826,127.7789545,163.2681389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,2.072476841,0.07634389,1.712063375,0.185712175,,,,135.6921924,127.9869132,166.0979975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,1.762823087,0.032464642,1.762844925,0.194683057,24.38746966,4.445639853,71.16689049,137.0569933,128.1807829,168.4708883,,,,,-1.06,0.05,14.85735413,163.0088382,44884.17208,2.633771133,237.4095049,766.3608757,1076.45936,97.36622887,621.0557651,1146.663352,,3523.946598,0.565561702,15.25923742,167.4176659,46098.29752,27.05016828,243.831171,787.0924624,1105.57884,637.8553067,1177.693558,,3619.269713,0.580860498,564.1375821,6190.13464,1704218.652,9014.678364,29096.25532,40870.90742,36.9692776,23581.20263,43520.4695,,133802.0209,21.47362287
365,2.104540488,0.07535675,0.702463331,0.067759058,,,,138.4604391,128.3297838,170.5558836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,2.405713228,0.073263338,1.077122072,0.137332001,,,,139.8752265,128.5143098,172.6182278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2.585807691,0.089405086,1.23596575,0.146183145,,,,141.3683215,128.6892752,174.9170499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,2.134173383,0.021425659,1.471723955,0.189041256,,,,142.9050667,128.8895839,177.6237163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,2.158780693,0.036653542,1.862387151,0.122109424,,,,144.5208315,129.0627007,180.8305524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,2.286792108,0.051541757,1.882960168,0.206302018,,,,146.1905754,129.234729,184.3939871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,2.385258076,0.028028109,1.91038329,0.134680396,26.25709619,0,73.74290381,147.9451894,129.4410187,188.1378684,,,,,,,15.15465036,168.5506243,22284.24951,2.584968292,163.3765048,753.694643,876.417352,97.41503171,797.1358937,941.9059886,,3465.981645,0.585424129,15.55800969,173.0240028,22877.37173,26.53562662,167.7110533,773.690403,899.6749052,818.2884872,966.9157537,,3557.962042,0.600962368,584.5314115,6519.360035,859527.8353,6321.371508,29162.75894,33902.869,37.68553259,30837.49445,36415.83863,,134071.4129,22.64227038
400,2.499513086,0.077591455,1.877703075,0.147367482,,,,149.8092984,129.6456737,192.2498192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,2.332690649,0.070978364,2.240107004,0.234053662,,,,151.638225,129.8481548,196.4163766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,2.598080152,0.050285328,1.008535306,0.158486464,,,,153.6391543,130.1282659,201.0147079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,2.431808004,0.04517306,1.177117736,0.107059041,,,,157.6802076,130.5204718,210.9912435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,2.214878689,0.110158421,2.083359211,0.233832395,,,,159.8775432,130.8626281,216.7401923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
