DEPTH [CM],"d13C (‰, vpdb)",d13C st dev (‰),"d18O (‰, vpdb)",d18O std dev (‰),% ARAGONITE,% HMC,% LMC,MCMC AGE [KA],MCMC LOWER BOUND [KA],MCMC UPPER BOUND [KA],RADIOCARBOON AGE [KA],RADIOCARBON AGE UNCERTAINTY [KA],CALIBRATED  RADIOCARBON AGE (CAL. B.P.) [KA],CALIBRATED  RADIOCARBON AGE 1𝜎 [KA],"d44Ca (‰, SW)",d44Ca 2 S.E. (‰),Li/(Ca+Mg) (umol/mol),B/(Ca+Mg) (umol/mol),Na/(Ca+Mg) (umol/mol),Mg/(Ca+Mg) (mole %),Al/(Ca+Mg) (umol/mol),P/(Ca+Mg) (umol/mol),K/(Ca+Mg) (umol/mol),Ca/(Ca+Mg) (mole %),Mn/(Ca+Mg) (umol/mol),Fe/(Ca+Mg) (umol/mol),Rb/(Ca+Mg) (umol/mol),Sr/(Ca+Mg) (umol/mol),U/(Ca+Mg) (umol/mol),Li/Ca (umol/mol),B/Ca (umol/mol),Na/Ca (umol/mol),Mg/Ca (mmol/mol),Al/Ca (umol/mol),P/Ca (umol/mol),K/Ca (umol/mol),Mn/Ca (umol/mol),Fe/Ca (umol/mol),Rb/Ca (umol/mol),Sr/Ca (umol/mol),U/Ca (umol/mol),Li/Mg (umol/mol),B/Mg (umol/mol),Na/Mg (umol/mol),Al/Mg (umol/mol),P/Mg (umol/mol),K/Mg (umol/mol),Ca/Mg (mol/mol),Mn/Mg (umol/mol),Fe/Mg (umol/mol),Rb/Mg (umol/mol),Sr/Mg (umol/mol),U/Mg (umol/mol)
55,2.109986562,0.041376232,-0.367781774,0.139662157,,,,7.551414813,1.582695777,12.37551355,,,,,,,,232.3278428,43504.69292,2.543329265,50.03881626,216.4141213,749.8216943,97.45667073,480.6809423,3702.244836,137.1609512,4696.432576,0.647957096,,235.5860912,44688.22029,26.15808985,51.74383756,223.7882103,775.3710989,483.1771924,3777.31677,139.6630696,4901.222938,0.647018208,,10003.63218,1890181.118,1518.573624,6567.716845,22755.52327,42.08292192,21073.75036,194529.6888,7656.040541,207650.6993,28.27932466
60,2.560075659,0.184099533,-0.861841403,0.440436758,,,,7.835470257,3.184317302,12.46771994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1.725819853,0.072873952,0.877341709,0.275628079,,,,9.298989891,4.640588725,13.74671045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2.026331936,0.086499053,1.742596655,0.158973114,,,,12.46980929,4.92240425,46.41819491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2.134898084,0.042030651,1.599599074,0.160220547,,,,17.65027561,5.767049279,61.57718212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2.251414485,0.061738296,1.898121029,0.17933889,,,,23.2711814,6.480781658,67.9210076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2.219198739,0.043623933,1.677802947,0.283592402,,,,28.64983747,7.164441765,72.52575855,,,,,,,11.93177203,159.8248467,40457.73178,4.6829165,98.70729813,605.6029697,1111.288197,95.3170835,884.7274441,1394.0566,,2821.740399,0.298296036,12.51609859,167.6832508,42442.16841,49.1306073,103.5503162,635.5150522,1166.414321,928.1999002,1462.336914,,2960.375621,0.312955335,255.6361815,3411.426769,865661.1543,2111.057817,12868.43148,23517.0465,20.36044487,18895.90887,29868.36531,,60272.88621,6.370130935
95,2.274777903,0.064998354,1.201742541,0.182439025,,,,38.17229462,8.188061297,79.52783032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2.363140193,0.056595925,0.754696669,0.088712846,,,,43.20694525,9.218364626,83.79334332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2.921908,0.044990788,0.942151722,0.205914934,,,,48.32402888,10.67202003,87.97121329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2.14528305,0.037668565,1.111692828,0.168231976,,,,53.28456839,12.5773192,91.64139034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1.815314984,0.126947612,1.321289814,0.146990613,,,,67.73478855,17.56943019,100.0398374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2.043879808,0.03913997,1.651765669,0.142136935,,,,72.84634881,21.87335276,102.9851298,,,,,,,10.05460241,150.4517095,36427.80804,3.631576008,98.73773619,529.9623359,905.8657806,96.36842399,1092.006379,1095.93421,,3123.000763,0.368942774,10.43096981,156.1343788,37799.80206,37.68516983,102.4446725,550.0423448,940.4537267,1133.161901,1137.086911,,3240.668901,0.382847226,278.7235345,4136.478289,1004643.696,2729.295989,14519.12253,24638.44055,26.55258423,30085.64739,30309.7879,,86063.77863,10.16503133
135,2.100909283,0.042550184,1.607321663,0.099710335,,,,78.11289609,26.61581244,105.3950445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2.198509496,0.068466574,1.45459191,0.140159146,,,,83.36740525,31.58143745,107.6717291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1.951002628,0.060636833,1.622320831,0.288673902,,,,88.68138742,36.60166554,109.5615469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2.021985589,0.085484831,1.784833333,0.149631368,,,,93.98158815,41.80191461,111.1015265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2.031102795,0.028708771,1.336733446,0.224228226,,,,99.24566954,46.92481045,112.3788108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2.465959269,0.137730342,1.564511994,0.31248426,,,,104.5218825,53.08830305,113.6619401,,,,,,,14.37865801,162.7444114,36106.70591,4.355740038,75.57121183,728.9668528,1313.363216,95.64425996,1029.85162,1440.951034,,3275.862318,0.553759159,15.02688625,170.1809511,37766.03651,45.544009,78.99917483,762.382874,1373.841942,1076.784581,1506.989741,,3425.085706,0.578980062,333.5699649,3729.861406,823536.0728,1742.006265,16650.34955,29865.75811,21.98868829,23660.96052,32952.19387,,75295.93021,12.73046653
165,2.506240488,0.029491122,1.357751605,0.138780756,,,,109.8215349,61.77737608,115.0209823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2.692428773,0.049466001,1.003052683,0.146270566,,,,115.405611,81.48481199,117.7206276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2.492161614,0.046134604,0.842828613,0.138423197,,,,115.4831211,113.2833392,117.7520603,,,,,,,11.55299621,196.7241707,37569.03269,3.963059854,52.42522558,244.9123894,879.6986478,96.03694015,842.1826933,1475.726798,,4253.605369,0.822276333,12.02439752,204.8412648,39126.67485,41.26729958,54.58806631,255.5181132,916.3978859,876.9451655,1536.918902,,4429.18624,0.856253009,294.7705864,4968.30026,944599.8463,1324.099876,5900.545086,21986.00727,24.25120386,21261.53953,37099.96543,,107382.1365,20.73833001
180,2.774551949,0.050041663,0.816841958,0.18270051,,,,116.0339692,113.7507614,118.2406011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2.72756798,0.116953635,0.824622493,0.174206326,,,,116.53586,113.8130729,123.2138353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2.845918977,0.042866325,0.975929399,0.127806895,,,,117.1575026,114.0255296,126.7311943,,,,,,,6.841072381,193.2346714,35041.75883,3.096347868,61.03718975,,778.9205669,96.90365213,887.0842444,681.589834,,4913.315328,0.986837943,7.062306536,199.4102019,36147.77846,31.95401768,63.01133688,,804.4134783,915.4184765,703.2484896,,5070.252922,1.018341115,218.5359026,6246.921016,1146796.518,1949.572594,,24578.37798,31.3328349,28693.6806,22159.75795,,158924.3691,31.93771659
195,2.920518084,0.084938715,0.870029769,0.178661094,,,,117.7669035,114.1633522,127.9227862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2.935903962,0.036055839,0.922470417,0.091803647,,,,118.4079248,114.3014563,128.6269238,,,,,,,7.549836898,187.760207,33363.06942,3.926576594,83.3476574,30.05834212,756.0208329,96.07342341,671.6364915,1050.671833,,4536.631538,0.885612966,7.859059094,195.427404,34717.08246,40.87139489,86.75960184,31.31836944,787.3917584,699.0954047,1093.327985,,4722.048249,0.921806519,191.9578621,4788.114563,855872.2446,2120.295148,747.1094076,18979.98938,24.47936139,17107.99492,26943.63516,,115591.7606,22.56658524
205,2.631990291,0.039583121,0.790756492,0.114336009,,,,119.0624813,114.4214295,129.1263739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2.378360119,0.034531628,0.698573224,0.149676135,,,,119.7412617,114.5490099,129.4973389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,2.68649908,0.021935561,0.781920033,0.151576783,,,,120.4238175,114.6687086,129.822491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,2.42731382,0.03668778,0.690420905,0.070364174,,,,121.1153542,114.8029769,130.0746125,,,,,,,10.01596727,204.0862521,37386.48792,3.602854527,97.68418785,212.6787658,994.9555154,96.39714547,589.3088467,1169.649406,,4604.680571,1.107622277,10.38863872,211.7101263,38781.04797,37.37558056,101.3277221,220.8666838,1032.553875,611.3350438,1213.271099,,4776.751154,1.149012301,279.2421023,5669.234971,1040227.897,2717.250148,5736.947302,27328.63418,26.76462429,16361.59044,32549.66563,,127870.4239,30.75873109
225,2.765539162,0.046529857,0.729717532,0.192971334,,,,121.810596,114.9298733,130.3077359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2.730583763,0.03192612,0.687657986,0.129644094,,,,122.4972929,115.0692894,130.5166338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,2.901437993,0.024716411,0.619522086,0.112717618,,,,123.1965047,115.2537358,130.7278693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,3.113070107,0.045394871,0.513450332,0.198453803,39.3519221,24.1706907,36.4773872,123.8998808,115.4095158,130.9336364,,,,,,,9.525410717,229.9446264,35964.24914,4.139302403,50.73230893,176.8429006,703.1309841,95.8606976,422.7595898,1482.764203,,5364.189496,1.153158631,9.932943519,239.8768988,37526.23934,43.18120041,52.90466282,184.7868208,733.6885768,441.0164143,1546.921493,,5595.853254,1.202960004,232.1789572,5555.906586,864548.4513,1235.574492,4113.616026,16890.76071,23.16848609,10216.65942,35772.32871,,129627.6856,27.86663274
245,2.938757323,0.041027531,0.521438538,0.141851378,,,,124.5972309,115.613472,131.1189705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2.600871696,0.154881408,0.22680524,0.278435839,,,,125.2948814,115.8678482,131.3365979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,2.604663394,0.026246827,0.603530167,0.141066657,,,,125.9828229,116.1059621,131.5649853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,2.555232186,0.030918345,0.188470686,0.157563114,,,,126.6943584,116.4963196,131.8354067,,,,,,,8.93203552,206.9789979,48025.62759,3.87426548,61.08660693,256.4752154,839.5686329,96.12573452,437.3363085,1264.344924,,4808.663518,1.273544888,9.288369388,215.3202756,49971.77471,40.30503573,63.52665097,267.2864263,873.6957234,454.96844,1315.558096,,5002.542058,1.324906192,232.8428585,5345.835395,1234123.021,1590.512028,6340.857097,21507.43094,24.8245777,11290.81432,32503.42393,,124142.8364,32.87003787
265,2.486801425,0.130413238,0.747085867,0.172576572,,,,127.3960635,116.9082246,132.1429316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2.629648107,0.053805669,0.553382922,0.114353121,,,,128.1305542,117.5726828,132.5265447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,2.676308724,0.047862499,0.795998588,0.220095073,,,,128.9409028,118.9007468,133.0207622,,,,,,,10.49313154,225.3987965,43717.63576,3.709929106,93.46832956,488.9905593,965.0837204,96.29007089,412.7735006,1346.206348,,5096.054766,1.026765995,10.88795216,234.0881332,45427.96703,38.52984964,97.04358801,507.6337934,1002.355925,428.6766793,1398.895312,,5292.517014,1.066363561,289.4011467,6076.952323,1161754.636,2538.925215,13327.13467,25983.23097,25.9749816,11135.2077,35759.52682,,137390.42,27.67199793
280,3.027914207,0.036353276,0.468220726,0.191528369,,,,130.0009541,122.7645894,133.9515074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,3.234272755,0.035530078,0.429451788,0.133161527,,,,130.1128041,126.24525,133.9965563,,,,,,,9.067125436,244.8882655,52788.49665,2.886289158,118.9326381,437.3516927,1203.728654,97.11371084,331.5664086,740.274516,,6120.104885,1.170546002,9.33909557,252.1676159,54325.48183,29.72203583,122.486891,450.7221739,1240.643586,341.4228038,761.6551975,,6301.93627,1.2053072,311.7276056,8496.239917,1868628.707,4104.249325,14743.28811,40455.44242,33.69765678,11502.79131,26402.81863,,212434.7413,40.64952112
290,2.705501017,0.044571567,0.782993192,0.215062991,,,,130.9475329,126.9831678,134.7858189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2.339992135,0.160626675,1.46589108,0.26312048,,,,131.645833,127.0173355,148.9801068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,2.059985583,0.129742878,1.732591834,0.244790577,,,,132.4452746,127.3495612,160.8323402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2.618314211,0.032690478,1.678029922,0.243497389,,,,133.0800339,127.4876167,166.6694883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,2.630082413,0.044053796,1.431537598,0.12335256,,,,133.7238155,127.6104521,170.9109998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2.485623804,0.128703413,1.970033647,0.750729152,,,,134.3478847,127.7355995,173.9964483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,2.687087731,0.036810793,1.311538254,0.159996322,,,,135.0519021,127.8391223,176.1952272,,,,,,,10.13139304,167.0048001,37594.35521,3.301765712,39.1227459,336.495052,778.1204504,96.69823429,461.8120492,1949.692591,,4330.354838,1.043272614,10.46613359,172.708952,38907.3632,34.14696009,40.39918788,347.8055971,804.7831008,477.5866038,2017.586216,,4478.365083,1.07900283,316.8590697,5064.711098,1115097.599,1238.228752,10367.6259,23542.25035,29.33429635,14004.61466,57995.2956,,131235.8302,31.55586394
325,2.710483233,0.038912116,1.53848699,0.132463145,,,,135.7490174,127.919147,178.1911484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,1.700040111,0.064363815,1.767692073,0.154234819,,,,136.4679702,128.0300192,179.8746623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,1.910298165,0.049681641,2.401458661,0.186685009,,,,137.1984968,128.1257448,181.2342117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,2.580458278,0.02921876,0.025042365,0.188191769,,,,137.9459309,128.2113479,182.5993704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,2.216024176,0.113798068,1.568367143,0.178941146,,,,138.7069672,128.2871359,183.8845917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,1.981924162,0.057927785,2.132850944,0.118517176,,,,139.4741974,128.3577317,185.15321,,,,,,,7.120370287,125.7152936,23733.92678,2.886854532,47.13882154,233.9274981,667.9807813,97.11314547,300.1129854,1646.639455,,2342.654854,1.302608789,7.328477408,129.4584123,24443.83411,29.72751326,48.51707773,241.1729383,688.1108438,309.0297901,1695.529474,,2412.32484,1.341349129,250.7604126,4351.925881,818234.8336,1659.478233,7786.549964,22849.21745,33.66982544,10410.25053,57174.62831,,81188.00504,45.14337534
355,2.756714089,0.038358952,0.260555339,0.124645275,,,,140.1991078,128.450861,186.3196351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,2.355431424,0.04204479,1.900439342,0.130401176,,,,140.9812037,128.5488379,187.4256656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,2.449318381,0.099223211,1.626642207,0.313280789,,,,141.8100628,128.6211327,188.5606445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,2.286828015,0.018227807,1.728723077,0.162422464,,,,142.6081738,128.6978367,189.7962685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,1.597587068,0.081741974,1.835214732,0.204993017,,,,143.4055831,128.7778415,191.1061672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,1.783157984,0.048354041,1.696665074,0.123502405,,,,144.2326229,128.854628,192.3192938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,1.712839956,0.054383868,2.063114131,0.129281499,,,,145.0728681,128.9189359,193.512343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,1.449911545,0.157740516,1.599243611,0.269481525,,,,145.9279624,129.0020989,194.8156991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,1.772670405,0.058400026,2.412409492,0.162652649,,,,146.7734078,129.1151268,196.1300112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,1.726620938,0.062301637,2.15006418,0.149835797,,,,147.6449128,129.1945858,197.459502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,1.701717011,0.069438866,2.212296772,0.126098773,,,,148.4503954,129.2684282,198.7798619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,1.79267914,0.042341651,2.618552725,0.080966037,,,,149.361899,129.3387439,200.2647778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,2.102968201,0.063895128,2.675116908,0.20404889,,,,150.2181697,129.4356243,201.8017044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,2.225330978,0.07174029,2.667649694,0.288485172,,,,151.1216664,129.5298942,203.3699303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,2.193324916,0.059376628,2.707000565,0.149619031,11.55606267,12.53226944,75.91166789,152.020691,129.6502701,205.0210703,,,,,,,13.31413498,115.3449472,30167.92994,3.250205757,81.45055048,296.8574969,1141.181038,96.74979424,1232.600354,771.6722021,,2448.647084,0.222243138,13.75888065,119.2209466,31174.67555,33.59487167,84.19692117,307.0990036,1180.28997,1274.009287,797.5055657,,2530.897133,0.229703626,412.1752791,3550.924729,935227.8812,2498.634512,8901.487274,34441.6831,29.79260956,37955.18508,23849.00535,,75411.52251,6.848679821
430,2.096063893,0.068842916,1.716167059,0.192954661,,,,152.9456134,129.741405,206.8910627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,2.510817497,0.127733235,2.059846411,0.221118405,,,,154.7931331,129.8797203,210.8979091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,2.28883174,0.038299763,1.968481975,0.10600698,,,,155.7778403,129.972398,213.0647119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,2.171840617,0.164162412,1.778630019,0.598651212,,,,156.6845625,130.0554231,215.1267047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,2.179033395,0.07578112,1.562576185,0.202107578,,,,158.5580533,130.1926143,219.6760948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,2.182324666,0.155245101,1.601718582,0.266370326,,,,159.578792,130.2827459,221.9871781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,2.347036736,0.054852253,1.163871476,0.08200957,,,,160.6360478,130.3816562,224.3466842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,2.579237774,0.092168721,0.884126953,0.283856989,,,,161.7221819,130.4679389,226.8217015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,3.019013699,0.060399217,1.414972402,0.190164135,,,,162.7867657,130.569378,229.3209123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,2.675320877,0.076624863,1.498289672,0.120428338,,,,163.8881253,130.7046153,231.6565945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,2.4437281,0.073225645,1.806678206,0.101080152,,,,165.0527353,130.8026476,234.2710666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2.467099577,0.063598422,1.79037358,0.078059887,20.47675532,9.073907869,70.44933681,167.380914,130.980443,239.8516105,,,,,,,11.46452213,134.802156,31365.25018,2.565497742,36.91006395,360.4123534,715.8692451,97.43450226,659.6113898,1999.290635,,3315.95498,1.086469647,11.75919002,138.3543744,32205.24264,26.33116968,37.86028307,369.7957451,734.7588407,676.9862781,2052.751851,,3403.347153,1.115131539,457.5888315,5255.575321,1203254.074,1470.89756,14220.8074,27885.18329,38.01590413,25725.83314,76812.12729,,129260.0249,42.31069619
505,2.571700866,0.07955581,1.765768957,0.08493856,,,,168.6326491,131.1060392,242.3602542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,2.31356805,0.170920697,1.677576722,0.267581777,,,,169.9039725,131.2308895,245.1327967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
