DEPTH [CM],"d13C (‰, vpdb)",d13C st dev (‰),"d18O (‰, vpdb)",d18O std dev (‰),% ARAGONITE,% HMC,% LMC,MCMC AGE [KA],MCMC LOWER BOUND [KA],MCMC UPPER BOUND [KA],RADIOCARBOON AGE [KA],RADIOCARBON AGE UNCERTAINTY [KA],CALIBRATED  RADIOCARBON AGE (CAL. B.P.) [KA],CALIBRATED  RADIOCARBON AGE 1𝜎 [KA],"d44Ca (‰, SW)",d44Ca 2 S.E. (‰),Li/(Ca+Mg) (umol/mol),B/(Ca+Mg) (umol/mol),Na/(Ca+Mg) (umol/mol),Mg/(Ca+Mg) (mole %),Al/(Ca+Mg) (umol/mol),P/(Ca+Mg) (umol/mol),K/(Ca+Mg) (umol/mol),Ca/(Ca+Mg) (mole %),Mn/(Ca+Mg) (umol/mol),Fe/(Ca+Mg) (umol/mol),Rb/(Ca+Mg) (umol/mol),Sr/(Ca+Mg) (umol/mol),U/(Ca+Mg) (umol/mol),Li/Ca (umol/mol),B/Ca (umol/mol),Na/Ca (umol/mol),Mg/Ca (mmol/mol),Al/Ca (umol/mol),P/Ca (umol/mol),K/Ca (umol/mol),Mn/Ca (umol/mol),Fe/Ca (umol/mol),Rb/Ca (umol/mol),Sr/Ca (umol/mol),U/Ca (umol/mol),Li/Mg (umol/mol),B/Mg (umol/mol),Na/Mg (umol/mol),Al/Mg (umol/mol),P/Mg (umol/mol),K/Mg (umol/mol),Ca/Mg (mol/mol),Mn/Mg (umol/mol),Fe/Mg (umol/mol),Rb/Mg (umol/mol),Sr/Mg (umol/mol),U/Mg (umol/mol)
55,2.451648993,0.061695268,-0.813045181,0.228161073,56.40466472,20.93476104,22.66057423,7.854635657,3.278765102,12.55253961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2.150501248,0.074536076,-0.985835762,0.250327724,,,,9.62609688,5.18468528,14.04618269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1.941507027,0.031267952,-0.77133965,0.156046063,,,,26.15964809,6.039396338,27.6611258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1.615711828,0.052882317,-1.265136823,0.19048076,,,,26.99477423,26.19844624,27.77588518,23.4,0.16,26.99,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1.707161007,0.075516126,1.98981108,0.314331696,,,,27.35153172,26.67930278,28.04562564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1.829454751,0.066811154,1.912320161,0.183002085,,,,41.15812321,38.87388144,43.46861139,37.2,0.83,41.17,0.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1.568780074,0.045095699,2.101018966,0.274645909,,,,41.76202147,39.37211051,44.01296759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1.667450261,0.061362503,1.851193303,0.145939673,,,,42.58737258,39.44554152,60.47005513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1.744214321,0.061848293,1.716832558,0.198957622,,,,43.65747599,39.67618079,72.01588749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1.632436427,0.055262961,1.918405979,0.135146574,25.89063415,0,74.10936585,44.73423431,39.85171777,76.55262127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1.702210403,0.059054309,1.638194009,0.268833051,,,,45.87219881,39.97006556,79.35249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1.388665643,0.071337467,1.469668914,0.248326962,,,,47.04607719,40.09335015,81.26629122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1.73364661,0.059824872,1.434599187,0.289952601,,,,48.2454938,40.20472219,82.8007345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1.59625287,0.066184131,1.284741672,0.220043873,,,,50.32112352,40.34334583,85.01918749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1.705717794,0.077900652,1.100893755,0.174749621,,,,51.42557377,40.44136603,86.19882969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2.376893816,0.095232447,1.407750278,0.248089865,,,,52.5909673,40.54587296,87.36401391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2.01787496,0.145871182,1.071453331,0.400397186,,,,53.7303444,40.64011756,88.49934138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1.719735202,0.070080683,1.273717022,0.18355058,,,,54.89245231,40.73265725,89.50446102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1.966330444,0.056343392,1.667670477,0.265602494,26.5017348,15.53945449,57.95881071,56.02169404,40.82383282,90.43823661,,,,,,,,202.7868094,34236.19267,4.486931129,56.90658118,17.94337806,661.5496559,95.51306887,437.4437312,951.4935523,,3362.172736,0.726775016,,179.0255564,34761.11746,46.97714336,55.09785345,338.7527736,692.6289589,417.705597,1543.985858,2.091991005,3502.199131,0.729134172,,4519.499042,763020.2399,1268.274006,399.9031307,14743.92267,21.28694783,9749.285617,21205.88716,,74932.56837,16.19759686
160,1.705592014,0.051751438,1.415979794,0.289617093,,,,57.13534998,40.91877579,91.27777557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1.929775456,0.058360127,1.560840456,0.226004818,,,,59.28596094,41.08519727,92.99703694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1.855853908,0.059038481,0.691271917,0.199965084,,,,60.42087238,41.20456133,94.06050339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,1.848734743,0.065991628,1.403108131,0.241623343,,,,61.56078243,41.32405671,95.07486248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1.677274169,0.054744595,1.403104323,0.165344909,,,,62.6639511,41.44647059,95.94452033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1.842303448,0.077162878,1.214276076,0.19155199,,,,63.78639222,41.59091734,96.80532374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1.833534787,0.081009953,1.245808026,0.293963795,,,,64.88189125,41.71958927,97.6427666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1.721861766,0.054485969,1.336081158,0.237783705,30.15475006,0,69.84524994,67.03873447,41.93317922,99.26119334,,,,,,,,203.8580607,35584.17724,2.602754315,166.267424,19.62603317,739.3455729,97.39724569,395.2127764,878.1309148,,3855.430185,0.631653784,,176.7906518,36037.11935,26.72307925,140.7435875,323.1929162,737.2785461,372.0192594,1212.603233,0.482394262,4102.444128,0.649259677,,7832.397376,1367173.883,6388.133642,754.0486269,28406.27595,37.42083728,15184.40577,33738.52498,,148128.8558,24.26866725
205,1.594547417,0.089020783,1.224681771,0.322531601,,,,68.11962659,42.04881846,100.1558973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1.610075857,0.072640943,2.375206547,0.316405272,9.250987944,6.036947549,84.71206451,69.21343985,42.21032312,101.0311769,,,,,,,,105.0268074,,3.155538525,781.5663807,,,96.84446147,598.6003185,1658.815435,,2132.277489,0.283896707,,108.6887091,,32.59357648,805.3009699,,,618.0749239,1712.406691,,2201.622358,0.293790498,,3117.407766,,26793.42216,,,31.00396107,19194.31257,53577.5382,,68398.84084,8.430455978
215,1.595292756,0.066287554,2.359635173,0.21079217,,,,70.32094261,42.41837638,101.8577531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1.769564452,0.063190095,1.611403626,0.173744089,,,,71.41785918,42.66905046,102.6653304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1.947704938,0.043667879,1.968450928,0.206027287,,,,72.56564555,42.87687266,103.5359688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1.941327374,0.107185375,1.764911868,0.204004787,,,,73.67835835,43.109797,104.2951846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1.925426204,0.033741141,1.52161361,0.149061856,,,,74.77521403,43.3786609,104.9456742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,1.939791576,0.057305902,1.655401279,0.249031584,,,,75.87996788,43.70165743,105.5738962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,2.233669304,0.066952758,1.94806295,0.201492602,,,,76.97146155,44.14655528,106.2169709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2.381853065,0.093214209,1.790414145,0.1811173,27.4835885,0,72.5164115,78.10569488,44.62308963,106.796434,,,,,,,,221.582354,30372.81045,3.124754493,97.95837196,,478.2700297,96.87524551,398.3172058,907.1237273,,3848.224085,0.658681754,,193.8124165,31040.91667,32.2554485,125.2224003,611.3335919,549.7069196,375.6819567,1484.186617,0.463294961,4070.548099,0.627699088,,7091.192428,972006.2974,3134.914189,,15305.84341,31.00251419,12747.15203,29030.23996,,123152.8459,21.07947218
255,2.49707606,0.096987417,1.902136896,0.281655755,,,,79.21601194,45.14995994,107.3931798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,2.276424855,0.074287257,0.957540976,0.253885376,,,,80.31122064,45.72273734,107.9722827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,2.411433128,0.10215112,1.628625938,0.305383083,,,,81.42186719,46.46342956,108.4819113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,1.845691129,0.066686198,1.213570454,0.274164359,,,,82.51360403,47.26045621,108.95741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,1.934871597,0.061221439,0.731153494,0.201065209,,,,83.64328018,48.16570996,109.3698799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1.590050012,0.03077633,1.941770684,0.111673559,,,,84.7803237,48.97483802,109.7783884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,1.688399822,0.081849536,0.94358069,0.199652148,,,,85.88733811,49.92968435,110.2073703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,1.885025557,0.060182761,1.000937734,0.343035454,,,,87.00632609,50.94556582,110.5379555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1.90081287,0.045302227,1.043620264,0.135699671,29.57627726,0,70.42372274,89.23618627,52.82576506,111.0590204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,1.853511178,0.040092664,0.807523493,0.159131388,,,,90.3530764,53.77530109,111.341561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,1.937942199,0.066412638,1.208876657,0.255965195,,,,91.48079307,54.81543416,111.6308552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2.000939771,0.082784356,1.117821817,0.204079797,,,,92.62833652,55.99123828,111.8863595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1.980078161,0.064064195,0.81954713,0.075905169,,,,93.7554781,57.09685696,112.136185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,1.749673347,0.099167087,0.299239516,0.678718777,,,,94.87582813,58.18755876,112.3691492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,1.762730192,0.041343154,0.254487763,0.142835449,42.64254028,10.1449172,47.21254252,96.01658945,59.44151624,112.626723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,1.963089481,0.089730169,0.453517739,0.20420899,,,,97.15006731,60.65495193,112.85846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1.947359456,0.066898941,0.858460991,0.107492106,,,,98.28558119,61.92229299,113.0695996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,1.286561131,0.065052281,0.852978878,0.120524052,,,,99.43897725,63.06556852,113.2811033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,1.438799336,0.110350847,0.582641084,0.185837942,,,,100.5751462,64.38659177,113.4936604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,1.405590917,0.037394612,0.990093196,0.138129121,,,,101.7078564,65.68787603,113.6877867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,1.624065031,0.045702596,0.918046974,0.261959028,,,,102.8536131,66.95398656,113.8875217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,2.120701506,0.074113254,1.790063585,0.21084945,,,,103.9896633,68.49187649,114.0819185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,1.630058483,0.049726857,1.111123793,0.176949423,35.2083244,0,64.7916756,105.1249746,69.9571946,114.2811121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2.082273329,0.087104456,1.501299797,0.915898017,,,,106.2538448,71.57769012,114.4925482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,2.057434507,0.052888695,0.968657794,0.211069284,,,,107.3856324,73.63259057,114.7153246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,2.164523898,0.049141826,0.859779998,0.085949966,,,,108.5132055,75.90777922,114.9321961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,2.137176226,0.085048471,1.127786878,0.453386245,38.11857002,0,61.88142998,109.6413771,78.61761175,115.2004536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,2.155900711,0.050891645,1.474476394,0.175490614,,,,110.7604484,82.18244707,115.4760312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,2.244562664,0.029043029,1.175782971,0.171584146,,,,111.8696085,87.17638972,115.8233443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,2.402270629,0.035949379,0.875942422,0.152530145,40.67105378,0,59.32894622,114.1004676,102.0224111,116.7727159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,2.292921681,0.055967945,0.993631041,0.294118888,,,,115.4739266,112.9074839,117.7202327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,2.448349004,0.037446879,0.671655394,0.213054104,,,,115.4975635,113.2799465,117.7233481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,2.407460582,0.04396137,0.62811955,0.132634701,40.18961992,10.88485501,48.92552507,116.1189067,113.7916609,118.2634653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,2.312456075,0.045437766,0.874113338,0.179217869,42.58266217,0,57.41733783,116.8190027,113.8619738,124.5187682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,2.247853434,0.050300202,0.508079294,0.203301942,46.76609111,0,53.23390889,118.3380536,114.1742378,128.3912683,,,,,,,5.382960436,260.7329414,40274.27206,3.291734057,129.9289489,617.8641273,1144.708971,96.70826594,173.5835929,3668.918688,7.891357038,5496.497142,0.855250279,5.571934603,269.6392062,41647.36414,34.03881305,134.3458883,638.1241362,1184.200642,179.5030421,3795.776089,8.166842692,5684.052261,0.884369841,158.7174802,7900.553688,1222648.814,3955.415739,19460.92871,34349.51116,29.40578271,5268.487704,109851.9438,233.9930251,166726.4077,25.99767443
445,2.218497575,0.047624913,0.359582244,0.185556652,,,,119.5402693,114.4069104,129.3557122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,2.147254078,0.043873461,0.442991693,0.206360955,,,,120.7761872,114.6426931,129.9596185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,2.164489788,0.042384779,0.178683123,0.18710369,45.17026141,14.54046925,40.28926934,122.0398866,114.8685264,130.4246746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,2.136066821,0.039743753,0.130481095,0.209038253,,,,123.2708162,115.1398287,130.7773693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,1.935625154,0.048349756,0.306045496,0.087070932,43.08909708,12.5471412,44.36376172,124.509043,115.4513499,131.1171591,,,,,,,21.05154729,280.0191518,25781.63781,3.231338971,62.13623242,621.1607718,1257.316023,96.76866103,211.5096164,3673.406185,8.392112317,5711.182085,0.868122776,21.75072756,289.410142,26644.36124,33.3939486,64.19619443,641.0057781,1299.958079,218.5874901,3798.268859,8.680382973,5902.492685,0.897126871,655.9369703,8640.9428,797329.0212,1939.282033,20070.43524,38371.195,29.98915469,6541.044873,111851.8397,252.7941066,176445.3127,26.88886999
470,1.580228559,0.10162243,-0.005936389,0.588111745,,,,125.7417634,115.8330966,131.5198075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,1.658973664,0.051709183,0.096114976,0.11480059,40.85113001,9.870578295,49.2782917,126.98283,116.2593855,132.0051258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1.645515863,0.040313793,0.237530782,0.134268025,,,,128.3060428,117.1658085,132.67984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,1.610102363,0.042113787,0.162960479,0.176481354,49.36068888,0,50.63931112,130.0051432,119.4837859,133.9028376,,,,,,,,294.4869035,24111.88347,2.915204758,38.24653865,,545.6676474,97.08479524,189.5034821,1062.844798,,5220.657116,0.950631427,,266.9348603,24526.40042,30.02740801,59.15414341,581.3293544,638.8054264,167.3109455,1816.543906,0.440337596,5614.480296,0.965169014,,10101.7571,827107.7154,1311.967489,,18717.98699,33.30290779,6500.520473,36458.66711,,179083.7197,32.60942218
490,1.527167454,0.044517434,0.319945067,0.190730744,,,,130.2002579,126.3810293,133.992022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,1.516900704,0.062783843,0.585732779,0.43348196,,,,130.795818,127.0430453,134.4758428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1.391012715,0.101091475,0.648656803,0.630090012,37.27983922,5.627486768,57.09267402,131.1301978,127.0534221,135.972198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,1.569718631,0.032185358,1.181285146,0.174866867,,,,131.635484,127.2759776,137.8172251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,1.638151881,0.059216891,1.352016833,0.240134173,,,,132.0186628,127.4821531,138.5330201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,1.580431097,0.039942004,1.122931715,0.168428224,,,,132.3927986,127.6411762,139.0483738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,1.111544977,0.05791382,1.432969242,0.142559271,,,,132.7256065,127.8020017,139.3496967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,1.196270456,0.031009667,1.58710757,0.15452503,,,,133.0459326,127.9107525,139.5451101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,1.065576822,0.072365312,1.77811304,0.209143801,,,,133.3657904,128.0348596,139.7038994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,1.193287673,0.037535206,2.209581326,0.199296281,,,,133.9625209,128.2085149,139.942747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,1.238737495,0.039545833,1.710809364,0.144007357,,,,134.312082,128.355839,140.0805719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,1.410845008,0.174204506,2.520496905,0.438095492,11.7795189,0,88.2204811,134.650654,128.5020952,140.2079311,,,,,,,18.05915156,174.6516273,59022.04355,3.17566436,569.6962551,724.4938943,3002.871472,96.82433564,346.6655502,3541.674064,10.46136159,2425.682809,0.264475323,18.63565936,180.3951114,60959.91654,32.79880572,588.3844939,747.7446945,3102.167046,358.049024,3659.009362,10.80986098,2505.367799,0.273146616,583.7969935,5488.500273,1857693.695,17946.29072,23305.72986,93859.0147,30.50660302,10909.87068,110493.0863,324.5838444,76308.0207,8.335660752
555,1.527151109,0.046576146,3.038979408,0.206567259,8.985490268,0,91.01450973,134.9992071,128.6794607,140.3465598,,,,,,,,143.5251157,,2.988484573,816.3864643,,,97.01151543,594.5832544,1099.712936,,1827.590781,0.212596023,,148.4019257,,30.82484927,840.8513783,,,612.8654391,1137.074568,,1883.719489,0.219820307,,4367.629161,,28774.31064,,,33.21690472,20399.78672,33470.06747,,62782.61545,6.469076405
560,1.426223546,0.126613869,2.96137103,0.350955971,,,,135.3608961,128.886275,140.4665688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,1.928657178,0.105163882,3.664037463,0.210128574,,,,135.7243335,129.0632506,140.5833356,,,,,,,15.3158348,135.2737168,41743.80714,3.155388319,460.2771907,863.2628906,1913.938241,96.84461168,357.8101485,3510.502471,10.30484588,2057.712827,0.237717289,15.80279505,139.6924773,43105.49696,32.58256651,475.2931825,890.7984287,1976.91709,369.4845433,3626.38555,10.64702798,2124.876973,0.245462775,497.1758073,4278.718451,1322168.354,14576.60328,27937.55561,60105.13427,30.7093786,11330.6419,109897.726,320.6829948,65136.62491,7.537850739
