DEPTH [CM],"d13C (‰, vpdb)",d13C st dev (‰),"d18O (‰, vpdb)",d18O std dev (‰),% ARAGONITE,% HMC,% LMC,MCMC AGE [KA],MCMC LOWER BOUND [KA],MCMC UPPER BOUND [KA],RADIOCARBOON AGE [KA],RADIOCARBON AGE UNCERTAINTY [KA],CALIBRATED  RADIOCARBON AGE (CAL. B.P.) [KA],CALIBRATED  RADIOCARBON AGE 1𝜎 [KA],"d44Ca (‰, SW)",d44Ca 2 S.E. (‰),Li/(Ca+Mg) (umol/mol),B/(Ca+Mg) (umol/mol),Na/(Ca+Mg) (umol/mol),Mg/(Ca+Mg) (mole %),Al/(Ca+Mg) (umol/mol),P/(Ca+Mg) (umol/mol),K/(Ca+Mg) (umol/mol),Ca/(Ca+Mg) (mole %),Mn/(Ca+Mg) (umol/mol),Fe/(Ca+Mg) (umol/mol),Rb/(Ca+Mg) (umol/mol),Sr/(Ca+Mg) (umol/mol),U/(Ca+Mg) (umol/mol),Li/Ca (umol/mol),B/Ca (umol/mol),Na/Ca (umol/mol),Mg/Ca (mmol/mol),Al/Ca (umol/mol),P/Ca (umol/mol),K/Ca (umol/mol),Mn/Ca (umol/mol),Fe/Ca (umol/mol),Rb/Ca (umol/mol),Sr/Ca (umol/mol),U/Ca (umol/mol),Li/Mg (umol/mol),B/Mg (umol/mol),Na/Mg (umol/mol),Al/Mg (umol/mol),P/Mg (umol/mol),K/Mg (umol/mol),Ca/Mg (mol/mol),Mn/Mg (umol/mol),Fe/Mg (umol/mol),Rb/Mg (umol/mol),Sr/Mg (umol/mol),U/Mg (umol/mol)
55,2.270265323,0.063704625,-0.486223285,0.111278538,53.29227723,18.25073075,28.45699202,9.816117584,9.192081734,10.43332501,9.11,0.03,9.87,0.1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2.176082561,0.042381477,-0.163169897,0.163740086,51.35736143,20.10054557,28.542093,10.90334724,9.607704777,14.14706105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1.418522139,0.043171183,0.659156493,0.115893099,34.70679508,18.46480857,46.82839635,11.94128227,10.0035388,14.94333865,,,,,,,16.63968558,182.8456253,30086.46974,4.377306766,164.8916008,1529.979062,1096.930872,95.62269323,645.2061152,848.4293713,,3452.304586,0.49535947,17.39317862,191.2143755,31448.87201,45.77709486,172.4408314,1600.064681,1147.137948,674.7418494,887.1887581,,3610.311265,0.518028606,384.1004621,4178.235417,694497.9142,3766.902225,34933.51786,25065.61562,21.84753245,14741.33298,19422.33799,,78890.86124,11.32107332
70,1.435293041,0.052544612,0.791995574,0.16798033,,,,23.85584421,10.46612552,25.42052242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2.020625482,0.04523693,1.361213816,0.153276382,32.2146421,24.68090353,43.10445437,24.69118915,23.81707798,25.55993314,21.2,0.12,24.69,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2.135786013,0.062964627,1.247308573,0.106091625,,,,24.98542417,24.09822009,25.82597707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2.004026075,0.048905311,0.937175823,0.098975814,35.14535348,22.32405259,42.53059393,26.03729238,24.16232492,41.261295,,,,,,,17.99800796,173.4924426,29865.77186,4.225105711,141.267278,1186.98856,1018.169274,95.77489429,729.378927,959.7909463,,3868.044673,0.581687409,18.79234596,181.1495728,31183.12253,44.11574335,147.4953989,1239.370052,1063.102832,761.5597528,1002.16719,,4038.744647,0.607348291,425.9657454,4106.070604,707239.6428,3346.859657,28095.98602,24099.00158,22.67716494,17267.70665,22707.47022,,91554.35923,13.77306356
90,2.119005313,0.05919919,0.964201259,0.082877958,,,,27.85618889,24.33930597,48.77645139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2.069325845,0.104088445,0.699491384,0.212084831,,,,29.78876645,24.47014112,51.62316766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1.961462204,0.114832618,0.844487322,0.296573112,30.15731428,18.05178356,51.79090217,31.75050277,24.58817293,53.70239478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2.131369012,0.048259525,0.834598565,0.220852198,,,,33.69244985,24.69124374,55.63560473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2.242809902,0.074363082,0.976010864,0.240414411,,,,35.64198271,24.82855612,57.43276224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2.109654528,0.06054318,1.181017409,0.182803981,,,,37.5504674,24.95678694,59.15856458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2.029443381,0.044386785,1.387420666,0.152963991,,,,39.45116692,25.12723623,60.92373054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1.772112364,0.07725583,1.578655735,0.12239967,26.25123883,0,73.74876117,41.31905425,25.31151194,62.62849172,,,,,,,10.19214285,151.4544551,30848.05239,2.11787623,12.18711697,1182.243276,607.9942249,97.88212377,631.5769835,1397.854318,,3450.800769,0.789907907,10.4126631,154.7317583,31515.42902,21.63703569,12.44954062,1207.825884,621.1501875,645.2420982,1428.094476,,3525.466011,0.806999254,481.2881217,7151.07267,1456821.311,578.186302,55820.36425,28707.78961,46.21991228,29823.7341,66017.80577,,162946.2056,37.29920762
130,1.831122248,0.039897135,1.235684358,0.12329242,,,,43.15642423,25.60517418,64.26872792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1.788904428,0.030202061,1.621064811,0.160807589,,,,45.01145022,25.9763102,65.8758155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1.714435704,0.072723891,1.537173341,0.205091707,,,,46.82188627,26.55455602,67.50235513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1.758793767,0.093148654,0.979965359,0.278912945,,,,48.57647747,27.36610258,69.13875366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1.929483762,0.045350991,1.750670772,0.186183197,15.73185391,0,84.26814609,50.38698171,28.52202253,70.81390995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2.047155804,0.063860563,1.818968772,0.159615353,,,,52.20039158,29.87188791,72.51004808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2.124756269,0.031600097,1.477475102,0.149017677,,,,54.03565176,31.3998709,74.13226507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2.069123683,0.080720751,1.767629759,0.238990147,10.36431553,0,89.63568447,55.82613659,33.05864714,75.80431658,,,,,,,,106.681053,,2.038544563,185.8390311,,,97.96145544,568.6468727,1512.116806,,2429.411474,0.551373476,,109.1301408,,20.81865539,190.1085436,,,580.4575305,1544.803922,,2479.884086,0.564031248,,4753.816809,,8275.130595,,,49.1924599,28615.3599,72721.28306,,122212.1681,24.57007954
170,2.196625516,0.069520909,2.112838089,0.164043113,13.44671199,0,86.55328801,57.64775338,34.81787351,77.43646289,41.6,1.4,43.78,1.008,-1.173139531,0.112897022,10.48185604,101.9667094,16828.62414,2.118988436,51.92518983,1161.345512,850.2327108,97.88101156,576.9149245,1442.225623,,2487.623701,0.559670955,10.70876053,104.174234,17192.92084,21.64861821,53.05174888,1186.48748,868.6403499,589.4046555,1473.449167,,2541.477166,0.571786221,494.6936442,4811.884558,794227.7525,2445.253205,54805.905,40121.92264,46.19254412,27225.40012,68059.41144,,117397.6135,26.41407986
175,1.992972956,0.06477035,1.748180762,0.185887269,,,,59.44895981,36.58170252,79.06310255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1.879592467,0.043603751,1.658754137,0.201372497,,,,61.24486952,38.37058328,80.60388225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1.870441759,0.067340839,1.394237469,0.259796549,,,,63.04646125,40.17244974,82.23793874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,1.785803574,0.054844838,1.218241771,0.226051426,,,,64.85610802,42.04664714,83.97628481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1.806557384,0.039804648,0.979364446,0.099898247,29.91930221,0,70.08069779,66.68157254,44.0169618,85.62829562,,,,,,,11.49219876,172.1823056,30152.9702,2.252927376,34.47641019,1302.387988,905.9511007,97.74707262,508.1549258,1138.429324,,3837.174784,0.842673984,11.75715385,176.1517705,30847.8227,23.04881185,35.26996093,1332.414247,926.8423726,519.8689896,1164.684633,,3925.643375,0.862102478,510.2168511,7644.785927,1339318.141,1533.109941,57822.93964,40213.08858,43.40885639,22563.38399,50526.4633,,170355.0661,37.41115171
200,1.874062777,0.04858205,1.363667308,0.213348487,32.02914194,0,67.97085806,68.48898112,45.76699526,87.27362629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1.799233604,0.04926247,1.04493546,0.166942003,,,,70.3010841,47.65720566,88.90430164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1.770529454,0.048856209,1.017891089,0.221492982,,,,72.12985761,49.3891347,90.56549616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,2.020927984,0.05696794,1.560004873,0.178307476,,,,73.97691558,51.31984938,92.21047439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1.908442204,0.027581659,0.706817655,0.110352766,,,,75.830275,53.20269727,93.76686482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,2.145315472,0.049853272,1.297617516,0.151319582,36.33460151,0,63.66539849,77.68697797,55.16143444,95.44777852,,,,,,,9.63535954,163.0680757,36228.39466,2.695002253,130.5205256,599.6129053,1524.068227,97.30499775,727.1501628,3918.433029,7.342976397,4407.08273,0.9838871,9.897254199,167.5957237,37233.15062,27.69700589,134.1403182,615.9049665,1566.928654,747.3268989,4028.819805,7.553548227,4529.505272,1.011166455,364.1308125,6040.758941,1343512.651,4840.292808,22667.84558,55761.70089,36.13176904,26953.19983,143121.4571,263.4498287,163182.5515,36.49685417
230,2.038563652,0.047492253,1.564256714,0.196199022,,,,79.52979556,57.01938208,96.98313518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1.784163797,0.045366897,1.502165073,0.183677836,,,,81.37851619,58.98467117,98.51027119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,1.744290792,0.02012801,1.496835085,0.177540194,,,,83.24926042,60.86028856,100.1000362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,1.906263967,0.05402554,1.423410992,0.147176818,,,,85.11410467,62.76686001,101.4408337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,1.78161353,0.026192173,1.567426665,0.139539046,24.98063756,0,75.01936244,86.99207442,64.69305033,102.859785,,,,,,,12.94337562,130.6612023,20796.86648,2.560910253,62.39802544,1143.932651,794.2649665,97.43908975,755.1502105,1133.700171,,3239.723247,0.660665441,13.28370473,134.0973028,21343.32205,26.28248066,64.04333705,1174.008455,815.1445248,774.9996673,1163.481778,,3324.896556,0.678028191,505.4357891,5101.51386,812649.7827,2429.911916,44673.78693,31022.52099,38.0660005,29497.45994,44310.6326,,126526.3206,25.81126107
255,1.624026849,0.068216387,1.466763386,0.230621385,,,,88.87805603,66.5774783,104.1482647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,1.99310967,0.037656301,1.363178021,0.143466142,,,,90.75837649,68.45384142,105.3534416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,1.851525045,0.073659704,1.30033458,0.242528904,32.61335107,0,67.38664893,92.63076869,70.41081367,106.5230405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,1.98026099,0.046091831,1.090147034,0.224765309,,,,94.51544041,72.21869764,107.6385225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,2.15970939,0.06412942,0.77407249,0.18159081,,,,96.39604996,74.18726937,108.6536351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2.18088435,0.07837051,0.92368228,0.23218672,35.09463155,9.598969803,55.30639864,98.28450264,76.16945845,109.5719181,,,,,,,13.91146745,183.2970766,33892.40322,3.172858525,73.29658009,910.3147934,1033.293402,96.82714148,660.7839043,972.7708252,,4125.277373,0.787600745,14.36755572,189.3089013,35002.73887,32.76876794,75.69403254,940.1518994,1067.152519,682.4405862,1004.607836,,4260.493332,0.813411383,438.4355028,5774.558845,1068929.3,2315.223157,28696.68956,32581.67577,30.53130017,20832.01446,30709.52349,,130042.0952,24.83227494
285,2.206327749,0.055514354,1.10125452,0.241144628,,,,100.1782054,78.12141564,110.4926075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,2.1007348,0.04608269,0.96308779,0.21873474,,,,102.0695154,80.14078682,111.3689752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2.11849075,0.04426294,0.67401415,0.12523726,39.48561903,0,60.51438097,103.9668873,82.30241887,112.1270697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,2.267869707,0.093055004,0.719485321,0.330438416,,,,105.8567078,84.5002963,112.8327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2.144253251,0.049724651,1.112470989,0.144746628,,,,107.7444069,86.9490065,113.5094665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,2.348982804,0.060655226,0.64195782,0.312756939,,,,109.639205,90.10073567,114.179036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2.744218001,0.077877482,0.390254788,0.145092838,41.54462749,11.53714229,46.91823022,111.515986,94.17728857,115.0098796,,,,,,,14.07800847,191.0736132,35325.77639,3.480699153,66.73681458,761.683185,864.304841,96.51930085,585.4414897,1053.519598,,4780.020751,1.212387777,14.58582985,197.9651925,36599.37362,36.0626167,69.14587049,789.1583518,895.4767978,606.5580451,1091.503066,,4952.422469,1.256118911,404.4805958,5490.439641,1015475.774,1916.111483,21884.39246,24836.68047,27.73856662,16821.66993,30283.72365,,137354.283,34.83516545
320,2.495599769,0.074540405,1.053177666,0.323871494,,,,113.3990889,100.7826752,116.0981622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,2.607053906,0.113579396,0.807408499,0.134847499,41.23728924,16.03113113,42.73157963,115.4496709,112.6152953,117.7647825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,2.857900583,0.08160219,0.158017597,0.221598213,,,,115.481623,113.2653511,117.7702435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,2.754981512,0.07048501,-0.103086611,0.366489339,39.90243506,17.76145229,42.33611266,116.0352621,113.7436793,118.2101656,,,,,,,13.52279523,211.0711036,32525.38136,3.670230639,107.6290256,588.1342046,1589.654097,96.32976936,529.079507,3364.193249,8.2377059,5221.910955,1.45425065,14.03273673,219.1308612,33766.59837,38.10191785,111.7453962,610.3126102,1651.203978,549.2800931,3495.41896,8.56334031,5421.486077,1.509695395,372.1246964,5743.771989,885594.4807,2924.065531,16184.46916,42682.68816,26.26816373,14398.81828,89671.2247,216.6580166,141978.7894,39.63099805
340,2.884016143,0.039321115,0.032828295,0.155113443,,,,116.5692044,113.7856374,123.385644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,2.923080842,0.075127437,-0.1068006,0.200048865,,,,117.2976119,114.0260424,127.1840882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,2.939123791,0.081922331,-0.22170835,0.239360015,44.69644683,19.59682229,35.70673088,117.9901423,114.2070171,128.2343404,,,,,,,14.68381982,215.306343,43850.68075,3.723128919,114.3132863,796.9268135,960.5254107,96.27687108,477.0185083,956.5477292,,5350.768708,1.286686571,15.25197394,223.6340834,45545.93355,38.67153057,118.7295014,827.7572941,997.6793218,495.4689897,993.5369486,,5557.731935,1.336444428,394.3071986,5783.670089,1178493.873,3074.260133,21403.11498,25800.6802,25.86722153,12813.85722,25701.08096,,143732.9898,34.56988135
355,2.944221647,0.077269284,-0.404257188,0.186431226,48.88197457,16.68331341,34.43471202,118.7556564,114.3437028,128.8793873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,3.033157852,0.054129665,-0.089889884,0.11790463,,,,119.5416057,114.4841898,129.3160214,,,,,,,13.72615208,233.8200207,33883.70034,3.709391084,142.5954104,560.8138573,1712.5869,96.29060892,455.089804,3286.575534,8.821784962,6063.813644,1.416211503,14.25407961,242.8389549,35189.96916,38.52373621,148.1034905,582.3835641,1779.385987,472.6495281,3415.569317,9.171475006,6297.919239,1.470782879,370.6070484,6299.577064,913339.4425,3836.215242,15142.01264,45645.28356,25.97364491,12256.71747,87058.21606,231.3853092,163226.3705,38.19129266
365,3.043444062,0.080870477,-0.220254012,0.220223956,52.5425585,16.40411522,31.05332628,120.3430584,114.6233593,129.6392895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,3.020563359,0.061942014,-0.286583218,0.190809795,46.52934919,18.37186561,35.0987852,121.1791134,114.786093,129.9231009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2.859858322,0.08643183,-0.35979189,0.135922919,46.39848861,16.2194163,37.38209509,121.9976149,114.9451695,130.1822596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,2.978734245,0.033082653,-0.468143741,0.160980634,53.89912971,12.78354585,33.31732444,122.8252556,115.1083959,130.3956605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,3.102392885,0.095773014,-0.369191923,0.293404916,49.05706953,12.22239834,38.72053213,123.6542831,115.3070466,130.6170942,,,,,,,12.83005932,221.3012488,30072.51204,2.69516377,195.1121478,784.4791377,800.9553917,97.30483623,400.1644592,1019.721247,,6240.717947,1.35526038,13.18545078,227.4323787,30905.33774,27.69819806,200.5168878,806.2094948,823.1412205,411.2492165,1047.962338,,6413.580496,1.392799839,476.0415967,8209.635341,1116033.74,7239.168781,29106.54751,29719.07398,36.1058454,14847.23762,37841.98519,,231559.4148,50.286534
390,3.236284061,0.088792592,0.010740025,0.170453061,60.00762797,0,39.99237203,124.4781622,115.5350215,130.8042012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,3.329837059,0.044563897,-0.041717348,0.186744531,51.26198338,12.19845508,36.53956153,125.2970921,115.7831527,130.9999314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,3.349143404,0.039229866,0.066439011,0.124045965,57.67194431,8.470096385,33.8579593,126.1129562,116.1409855,131.2138145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,3.539181782,0.086832097,-0.329657483,0.363109723,62.16262096,9.466350364,28.37102867,126.9393713,116.5647126,131.4696067,,,,,,,12.86511617,225.8415353,33445.66867,2.093991918,295.6606857,560.0145169,1384.273931,97.90600808,489.46389,3579.913922,7.707524656,7745.789084,1.430903878,13.13915978,230.6784499,34161.57858,21.38792458,302.0009841,571.9435503,1414.170027,499.9464688,3657.474032,7.876072168,7911.753909,1.461518752,616.8245155,10774.33617,1596476.813,14087.24871,26850.17986,65500.97512,46.77062755,23351.73527,168862.7285,360.1793572,369375.4923,68.33188172
410,3.678930177,0.064953995,-0.139894558,0.115021609,61.3578322,9.679739863,28.96242794,127.7996483,117.0973559,131.7769043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,3.117019068,0.085296103,-0.117086274,0.235004852,61.87014252,9.575751854,28.55410562,128.7116275,118.1523368,132.237211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,3.706716021,0.046452422,-0.132491087,0.149701332,60.89876691,10.71291932,28.38831377,129.924712,121.5005984,133.0147782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,3.727369518,0.049872581,-0.046550944,0.12673205,63.22421499,6.960683517,29.81510149,130.0617497,126.2504883,133.0490858,,,,,-1.323087448,0.079363375,13.20200039,211.9255455,29018.27849,2.251699991,321.6916568,738.708394,1057.539466,97.74830001,476.6135276,1317.560258,,7627.361237,1.408630909,13.5061351,216.8076962,29686.66418,23.03571316,329.1028838,755.7269896,1081.910543,487.5927263,1347.917603,,7803.072089,1.441072886,586.300131,9411.567762,1288905.419,14285.53523,32804.1961,46949.21086,43.4124046,21167.4281,58503.94802,,338732.2157,62.573576
430,3.388724944,0.043684812,0.346092408,0.166075146,56.55589714,11.60564205,31.83846082,130.6859767,127.0108668,133.3361758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
